timestamp,src_ip,dst_ip,protocol,packets,bytes,label_suspicious
2025-11-17 08:44:00,10.3.6.79,10.12.7.67,TCP,30,57466,0
2025-11-17 08:45:00,10.6.3.7,10.11.2.155,TCP,27,56017,0
2025-11-17 08:45:00,10.8.6.168,10.15.1.213,TCP,35,62093,0
2025-11-17 08:46:00,10.6.0.72,10.15.7.219,UDP,28,53751,0
2025-11-17 08:46:00,10.8.5.44,10.17.5.90,ARP,30,49810,0
2025-11-17 08:47:00,10.4.9.224,10.14.6.1,TCP,52,64489,0
2025-11-17 08:48:00,10.5.6.127,10.13.6.208,ICMP,41,67619,0
2025-11-17 08:48:00,10.5.6.31,10.11.0.56,DHCP,47,63268,0
2025-11-17 08:48:00,10.8.1.165,10.16.6.101,TCP,34,43356,0
2025-11-17 08:48:00,10.0.9.69,10.17.8.19,TCP,37,47655,0
2025-11-17 08:49:00,10.6.3.215,10.14.9.14,UDP,25,58619,0
2025-11-17 08:49:00,10.8.2.250,10.16.2.48,UDP,52,78848,0
2025-11-17 08:49:00,10.3.6.54,10.14.2.95,TCP,27,36471,0
2025-11-17 08:49:00,10.2.1.237,10.11.3.15,ARP,36,24978,0
2025-11-17 08:49:00,10.7.2.152,10.11.7.140,TCP,32,56071,0
2025-11-17 08:50:00,10.0.8.52,10.13.6.78,TCP,38,76573,0
2025-11-17 08:51:00,10.0.0.222,10.12.6.229,UDP,33,58059,0
2025-11-17 08:52:00,10.4.3.178,10.18.1.115,TCP,34,48665,0
2025-11-17 08:52:00,10.7.8.132,10.15.1.150,TCP,41,56521,0
2025-11-17 08:52:00,10.5.6.235,10.15.9.142,TCP,27,28263,0
2025-11-17 08:52:00,10.0.3.80,10.13.8.21,ICMP,38,70382,0
2025-11-17 08:53:00,10.1.2.103,10.16.7.107,ICMP,31,37997,0
2025-11-17 08:53:00,10.1.7.97,10.13.7.64,UDP,40,47705,0
2025-11-17 08:53:00,10.3.9.242,10.14.3.241,DHCP,33,55248,0
2025-11-17 08:54:00,10.3.3.79,10.13.8.131,TCP,30,53833,0
2025-11-17 08:54:00,10.8.4.160,10.19.5.111,TCP,35,57768,0
2025-11-17 08:55:00,10.5.0.7,10.15.4.151,TCP,31,37130,0
2025-11-17 08:55:00,10.3.3.232,10.13.8.26,UDP,29,62603,0
2025-11-17 08:55:00,10.1.4.108,10.14.0.228,UDP,49,50225,0
2025-11-17 08:56:00,10.4.6.201,10.19.1.32,UDP,41,33821,0
2025-11-17 08:57:00,10.5.9.187,10.16.9.64,TCP,34,48723,0
2025-11-17 08:57:00,10.0.1.232,10.15.9.156,TCP,33,37789,0
2025-11-17 08:57:00,10.7.9.92,10.18.3.70,TCP,37,42763,0
2025-11-17 08:58:00,10.2.8.62,10.15.2.114,UDP,34,53297,0
2025-11-17 08:59:00,10.5.8.137,10.11.0.73,TCP,42,45636,0
2025-11-17 08:59:00,10.0.8.80,10.11.6.12,TCP,35,42935,0
2025-11-17 09:00:00,10.3.7.232,10.18.7.72,UDP,40,59530,0
2025-11-17 09:00:00,10.3.9.171,10.18.7.109,TCP,38,28278,0
2025-11-17 09:00:00,10.0.7.247,10.17.7.178,TCP,37,49128,0
2025-11-17 09:01:00,10.7.5.68,10.11.6.133,UDP,31,62108,0
2025-11-17 09:03:00,10.4.4.70,10.12.9.88,TCP,36,60662,0
2025-11-17 09:04:00,10.5.1.139,10.16.1.163,UDP,35,45709,0
2025-11-17 09:04:00,10.7.7.173,10.12.7.108,ARP,33,37521,0
2025-11-17 09:04:00,10.9.2.42,10.15.3.11,ARP,37,62322,0
2025-11-17 09:05:00,10.1.6.210,10.17.7.166,TCP,35,40359,0
2025-11-17 09:05:00,10.3.6.242,10.12.6.233,UDP,28,58246,0
2025-11-17 09:05:00,10.9.2.37,10.13.1.129,ICMP,26,56716,0
2025-11-17 09:05:00,10.7.5.158,10.13.2.154,ICMP,34,52983,0
2025-11-17 09:06:00,10.9.1.29,10.17.5.156,UDP,35,47612,0
2025-11-17 09:06:00,10.7.8.193,10.19.6.165,ARP,34,58174,0
2025-11-17 09:06:00,10.3.6.46,10.14.1.97,UDP,22,55255,0
2025-11-17 09:06:00,10.2.1.253,10.10.1.99,ARP,31,66232,0
2025-11-17 09:07:00,10.8.4.211,10.16.8.156,UDP,39,50303,0
2025-11-17 09:07:00,10.6.7.206,10.13.4.175,ICMP,50,56639,0
2025-11-17 09:07:00,10.2.5.73,10.18.7.128,ARP,37,57906,0
2025-11-17 09:07:00,10.9.0.55,10.12.3.214,UDP,23,45297,0
2025-11-17 09:08:00,10.3.4.3,10.10.0.218,UDP,28,37687,0
2025-11-17 09:08:00,10.5.7.65,10.15.9.96,ICMP,31,42740,0
2025-11-17 09:09:00,10.3.4.78,10.19.2.120,TCP,38,40437,0
2025-11-17 09:09:00,10.0.2.10,10.11.8.184,UDP,41,65757,0
2025-11-17 09:09:00,10.0.0.104,10.16.8.202,UDP,42,64164,0
2025-11-17 09:10:00,10.0.5.69,10.16.5.128,TCP,30,44516,0
2025-11-17 09:10:00,10.5.7.192,10.15.4.152,ARP,34,63627,0
2025-11-17 09:10:00,10.6.6.73,10.14.9.70,ICMP,27,41283,0
2025-11-17 09:11:00,10.1.3.200,10.16.0.81,TCP,24,76700,0
2025-11-17 09:11:00,10.4.8.102,10.19.7.191,TCP,30,44354,0
2025-11-17 09:11:00,10.3.0.141,10.17.9.243,TCP,38,66431,0
2025-11-17 09:11:00,10.2.1.8,10.17.3.101,UDP,39,31828,0
2025-11-17 09:12:00,10.2.9.205,10.17.4.165,UDP,41,62995,0
2025-11-17 09:12:00,10.9.0.84,10.12.0.26,ARP,41,60495,0
2025-11-17 09:12:00,10.2.1.38,10.16.6.92,TCP,34,72972,0
2025-11-17 09:13:00,10.4.3.29,10.19.3.44,UDP,27,55520,0
2025-11-17 09:13:00,10.6.6.217,10.12.8.42,TCP,35,54601,0
2025-11-17 09:14:00,10.9.7.149,10.16.0.103,UDP,29,40184,0
2025-11-17 09:14:00,10.2.8.29,10.14.9.23,TCP,39,61340,0
2025-11-17 09:14:00,10.1.4.192,10.16.8.27,TCP,31,35916,0
2025-11-17 09:15:00,10.6.2.120,10.16.8.184,TCP,35,40305,0
2025-11-17 09:15:00,10.7.8.236,10.15.3.224,TCP,46,48718,0
2025-11-17 09:16:00,10.9.7.173,10.16.0.195,UDP,38,53085,0
2025-11-17 09:17:00,10.4.3.120,10.10.4.191,TCP,34,38330,0
2025-11-17 09:19:00,10.7.9.246,10.17.0.14,UDP,40,30766,0
2025-11-17 09:20:00,10.3.8.34,10.12.2.221,ARP,33,34766,0
2025-11-17 09:21:00,10.3.1.122,10.15.1.160,TCP,37,64592,0
2025-11-17 09:21:00,10.7.3.51,10.16.1.92,UDP,36,46547,0
2025-11-17 09:21:00,10.5.5.63,10.16.1.121,UDP,28,63655,0
2025-11-17 09:21:00,10.5.1.230,10.17.1.241,DHCP,38,38768,0
2025-11-17 09:22:00,10.6.6.188,10.14.3.233,TCP,30,41636,0
2025-11-17 09:23:00,10.4.3.120,10.12.5.205,DHCP,32,62041,0
2025-11-17 09:23:00,10.4.3.117,10.16.4.87,TCP,32,60036,0
2025-11-17 09:23:00,10.5.9.208,10.11.4.247,TCP,30,47327,0
2025-11-17 09:23:00,10.2.8.104,10.14.6.224,UDP,38,58487,0
2025-11-17 09:24:00,10.6.6.229,10.11.8.216,TCP,40,59412,0
2025-11-17 09:26:00,10.2.7.143,10.16.4.156,TCP,28,47593,0
2025-11-17 09:26:00,10.9.0.150,10.12.9.188,ARP,40,63750,0
2025-11-17 09:26:00,10.4.1.17,10.16.5.112,DHCP,28,36285,0
2025-11-17 09:26:00,10.9.4.185,10.15.2.174,TCP,42,46266,0
2025-11-17 09:27:00,10.0.6.97,10.10.4.8,UDP,32,59161,0
2025-11-17 09:27:00,10.4.8.87,10.13.2.67,TCP,39,75580,0
2025-11-17 09:27:00,10.5.8.129,10.19.8.67,ICMP,31,59490,0
2025-11-17 09:28:00,10.9.2.229,10.15.0.77,TCP,37,54187,0
2025-11-17 09:28:00,10.9.3.145,10.14.8.46,TCP,29,58032,0
2025-11-17 09:29:00,10.9.5.148,10.18.8.156,UDP,37,49355,0
2025-11-17 09:30:00,10.0.0.12,10.17.2.52,UDP,32,36276,0
2025-11-17 09:30:00,10.9.1.3,10.18.6.76,UDP,37,44557,0
2025-11-17 09:30:00,10.8.9.163,10.10.6.207,UDP,25,58269,0
2025-11-17 09:31:00,10.0.8.78,10.15.6.42,TCP,31,49076,0
2025-11-17 09:31:00,10.7.2.84,10.19.4.25,TCP,37,56259,0
2025-11-17 09:32:00,10.6.1.197,10.14.6.4,UDP,42,54263,0
2025-11-17 09:32:00,10.4.1.29,10.15.9.224,TCP,30,39418,0
2025-11-17 09:32:00,10.8.2.80,10.15.7.109,TCP,38,64422,0
2025-11-17 09:32:00,10.4.2.109,10.12.9.112,UDP,38,51909,0
2025-11-17 09:32:00,10.8.5.126,10.16.7.50,DHCP,45,58669,0
2025-11-17 09:32:00,10.0.3.244,10.15.6.64,UDP,38,58185,0
2025-11-17 09:32:00,10.7.8.243,10.10.1.199,TCP,47,56655,0
2025-11-17 09:33:00,10.8.7.240,10.14.3.73,TCP,28,40947,0
2025-11-17 09:33:00,10.6.0.78,10.18.6.223,TCP,35,50411,0
2025-11-17 09:33:00,10.8.7.38,10.15.1.224,UDP,25,29150,0
2025-11-17 09:33:00,10.2.6.183,10.13.7.65,TCP,23,52305,0
2025-11-17 09:33:00,10.9.3.188,10.12.0.29,ARP,31,49203,0
2025-11-17 09:33:00,10.7.6.187,10.15.7.42,ARP,34,52851,0
2025-11-17 09:33:00,10.2.9.133,10.18.0.37,ICMP,34,58829,0
2025-11-17 09:33:00,10.4.3.122,10.16.5.40,TCP,29,46527,0
2025-11-17 09:34:00,10.6.2.60,10.18.5.204,UDP,29,45256,0
2025-11-17 09:34:00,10.3.6.191,10.15.2.170,TCP,53,16977,0
2025-11-17 09:36:00,10.5.8.75,10.12.4.152,TCP,20,34732,0
2025-11-17 09:37:00,10.7.9.110,10.13.8.89,UDP,24,47678,0
2025-11-17 09:37:00,10.6.2.158,10.14.6.121,ARP,34,52259,0
2025-11-17 09:38:00,10.5.9.30,10.15.5.151,UDP,43,53320,0
2025-11-17 09:38:00,10.6.2.130,10.15.8.2,TCP,33,49694,0
2025-11-17 09:38:00,10.2.3.134,10.10.8.223,UDP,45,58991,0
2025-11-17 09:38:00,10.6.1.192,10.10.9.49,TCP,36,41146,0
2025-11-17 09:38:00,10.7.6.243,10.11.7.63,TCP,44,67433,0
2025-11-17 09:38:00,10.8.0.49,10.13.1.50,TCP,26,46393,0
2025-11-17 09:39:00,10.5.2.60,10.14.5.67,TCP,28,53156,0
2025-11-17 09:39:00,10.4.2.72,10.14.9.122,UDP,40,51688,0
2025-11-17 09:40:00,10.1.6.172,10.18.3.112,ICMP,42,41682,0
2025-11-17 09:40:00,10.9.4.192,10.13.9.136,TCP,37,60705,0
2025-11-17 09:40:00,10.2.7.214,10.13.7.219,TCP,35,55701,0
2025-11-17 09:40:00,10.3.6.130,10.15.7.7,UDP,37,76818,0
2025-11-17 09:40:00,10.4.9.174,10.10.3.27,UDP,38,69052,0
2025-11-17 09:41:00,10.2.3.75,10.17.0.11,ARP,35,58167,0
2025-11-17 09:41:00,10.1.3.175,10.14.7.176,UDP,31,67478,0
2025-11-17 09:42:00,10.1.1.115,10.12.3.57,UDP,42,44433,0
2025-11-17 09:43:00,10.8.9.205,10.10.3.134,UDP,42,64314,0
2025-11-17 09:43:00,10.4.4.190,10.18.4.253,TCP,35,50120,0
2025-11-17 09:43:00,10.3.2.30,10.14.8.191,ICMP,42,47102,0
2025-11-17 09:44:00,10.6.1.218,10.10.2.109,DHCP,47,57763,0
2025-11-17 09:44:00,10.3.6.13,10.18.4.39,TCP,25,48429,0
2025-11-17 09:44:00,10.9.1.28,10.13.1.120,UDP,38,32137,0
2025-11-17 09:45:00,10.0.0.242,10.11.8.224,ICMP,31,60036,0
2025-11-17 09:45:00,10.0.9.93,10.18.0.240,TCP,27,47126,0
2025-11-17 09:45:00,10.8.9.153,10.17.3.145,ARP,28,44434,0
2025-11-17 09:46:00,10.1.6.77,10.15.6.44,ICMP,31,45762,0
2025-11-17 09:47:00,10.0.9.42,10.16.6.103,UDP,39,66036,0
2025-11-17 09:47:00,10.6.5.16,10.16.4.11,UDP,35,59300,0
2025-11-17 09:48:00,10.8.9.215,10.14.1.145,ARP,29,62135,0
2025-11-17 09:48:00,10.4.0.253,10.16.3.71,UDP,36,48220,0
2025-11-17 09:48:00,10.1.0.145,10.13.8.66,TCP,37,48289,0
2025-11-17 09:49:00,10.4.8.86,10.13.2.32,UDP,36,64472,0
2025-11-17 09:49:00,10.3.3.31,10.11.7.248,UDP,31,52026,0
2025-11-17 09:50:00,10.4.0.72,10.11.5.157,DHCP,29,25317,0
2025-11-17 09:53:00,10.0.9.200,10.15.7.219,ARP,29,55237,0
2025-11-17 09:53:00,10.3.2.10,10.16.7.139,TCP,35,42938,0
2025-11-17 09:53:00,10.9.3.236,10.14.5.136,TCP,28,47249,0
2025-11-17 09:53:00,10.9.1.202,10.17.9.174,ARP,40,62451,0
2025-11-17 09:54:00,10.0.3.130,10.19.1.125,TCP,33,57903,0
2025-11-17 09:54:00,10.1.7.227,10.17.8.181,DHCP,38,69551,0
2025-11-17 09:54:00,10.1.1.85,10.18.3.217,ICMP,30,40373,0
2025-11-17 09:55:00,10.2.1.213,10.17.4.18,TCP,38,57607,0
2025-11-17 09:57:00,10.6.4.34,10.11.4.1,UDP,33,69179,0
2025-11-17 09:57:00,10.2.5.220,10.14.9.103,ARP,36,49881,0
2025-11-17 09:57:00,10.2.6.101,10.19.2.187,UDP,30,51798,0
2025-11-17 09:57:00,10.8.4.2,10.13.6.141,UDP,40,23927,0
2025-11-17 09:57:00,10.1.3.219,10.17.3.232,TCP,35,44014,0
2025-11-17 09:57:00,10.6.9.70,10.13.1.82,TCP,31,47884,0
2025-11-17 09:58:00,10.3.5.148,10.12.5.13,ARP,37,21211,0
2025-11-17 09:58:00,10.5.5.189,10.19.1.140,UDP,26,55473,0
2025-11-17 09:59:00,10.0.8.151,10.10.0.156,UDP,35,42820,0
2025-11-17 09:59:00,10.3.1.148,10.14.8.193,UDP,33,37650,0
2025-11-17 09:59:00,10.0.7.229,10.15.1.52,TCP,31,64189,0
2025-11-17 09:59:00,10.1.0.200,10.18.0.196,ICMP,35,55164,0
2025-11-17 09:59:00,10.7.8.182,10.16.1.155,UDP,32,44492,0
2025-11-17 09:59:00,10.1.5.131,10.11.7.158,UDP,25,48624,0
2025-11-17 10:00:00,10.9.2.164,10.13.3.187,TCP,39,61280,0
2025-11-17 10:00:00,10.6.2.187,10.15.7.61,UDP,34,42222,0
2025-11-17 10:00:00,10.3.0.232,10.13.8.148,UDP,37,34330,0
2025-11-17 10:00:00,10.9.0.172,10.13.6.171,TCP,38,62112,0
2025-11-17 10:02:00,10.3.5.38,10.19.6.203,UDP,30,26686,0
2025-11-17 10:02:00,10.1.2.144,10.11.6.188,UDP,37,57199,0
2025-11-17 10:02:00,10.6.8.118,10.10.4.135,TCP,32,76120,0
2025-11-17 10:03:00,10.0.9.124,10.12.5.207,TCP,37,66414,0
2025-11-17 10:03:00,10.1.4.20,10.14.3.227,UDP,28,33349,0
2025-11-17 10:04:00,10.1.0.86,10.17.7.27,UDP,41,61726,0
2025-11-17 10:04:00,10.8.6.250,10.15.0.170,TCP,40,55255,0
2025-11-17 10:04:00,10.0.3.188,10.12.8.133,ARP,38,46296,0
2025-11-17 10:05:00,10.0.0.214,10.18.4.160,TCP,33,55207,0
2025-11-17 10:06:00,10.5.7.111,10.17.8.195,TCP,38,37923,0
2025-11-17 10:06:00,10.1.4.73,10.19.8.175,TCP,35,36193,0
2025-11-17 10:06:00,10.8.9.244,10.14.4.165,TCP,49,29495,0
2025-11-17 10:06:00,10.0.3.126,10.18.8.242,TCP,35,57682,0
2025-11-17 10:06:00,10.0.9.176,10.16.4.31,UDP,46,40603,0
2025-11-17 10:06:00,10.1.6.15,10.10.6.73,ICMP,25,56537,0
2025-11-17 10:07:00,10.6.0.73,10.17.0.127,TCP,48,32594,0
2025-11-17 10:07:00,10.2.5.53,10.11.1.68,UDP,42,58095,0
2025-11-17 10:07:00,10.5.2.126,10.16.1.64,UDP,31,64571,0
2025-11-17 10:07:00,10.2.6.131,10.15.1.207,TCP,48,54726,0
2025-11-17 10:07:00,10.5.1.218,10.17.1.112,TCP,29,30092,0
2025-11-17 10:08:00,10.5.6.162,10.15.7.177,DHCP,40,44718,0
2025-11-17 10:09:00,10.0.6.55,10.19.8.105,ARP,30,48049,0
2025-11-17 10:10:00,10.0.8.167,10.15.1.139,UDP,39,50223,0
2025-11-17 10:10:00,10.9.0.143,10.16.6.200,ARP,38,27941,0
2025-11-17 10:11:00,10.8.6.27,10.11.0.41,TCP,38,72739,0
2025-11-17 10:11:00,10.9.5.188,10.16.6.233,TCP,23,52132,0
2025-11-17 10:12:00,10.0.8.184,10.18.6.194,ARP,39,47404,0
2025-11-17 10:12:00,10.1.8.69,10.14.1.200,UDP,43,48008,0
2025-11-17 10:13:00,10.1.5.235,10.11.1.41,TCP,33,49736,0
2025-11-17 10:13:00,10.9.6.239,10.11.5.157,UDP,34,22286,0
2025-11-17 10:13:00,10.1.2.159,10.16.4.200,TCP,28,35623,0
2025-11-17 10:14:00,10.0.9.56,10.15.5.164,TCP,36,62746,0
2025-11-17 10:14:00,10.7.8.17,10.16.3.29,ICMP,31,47455,0
2025-11-17 10:15:00,10.7.6.174,10.18.8.136,UDP,52,41071,0
2025-11-17 10:16:00,10.7.7.161,10.10.5.136,TCP,45,44734,0
2025-11-17 10:16:00,10.4.5.50,10.11.1.121,UDP,34,55402,0
2025-11-17 10:16:00,10.0.6.115,10.10.5.232,UDP,32,55745,0
2025-11-17 10:16:00,10.2.9.133,10.11.7.42,TCP,35,56133,0
2025-11-17 10:18:00,10.8.2.117,10.15.5.62,TCP,30,27042,0
2025-11-17 10:18:00,10.5.4.22,10.16.7.137,UDP,42,59857,0
2025-11-17 10:19:00,10.6.8.181,10.17.5.162,ICMP,36,62565,0
2025-11-17 10:20:00,10.6.6.25,10.12.5.6,DHCP,41,61416,0
2025-11-17 10:21:00,10.0.0.97,10.11.0.146,TCP,36,58636,0
2025-11-17 10:21:00,10.7.6.37,10.12.6.195,UDP,31,62292,0
2025-11-17 10:21:00,10.5.7.131,10.19.7.155,ARP,29,53619,0
2025-11-17 10:22:00,10.7.8.90,10.16.9.135,ICMP,34,72994,0
2025-11-17 10:22:00,10.8.3.230,10.13.9.221,DHCP,30,65107,0
2025-11-17 10:23:00,10.6.5.38,10.12.9.229,UDP,36,76964,0
2025-11-17 10:23:00,10.8.0.96,10.16.1.33,TCP,33,52380,0
2025-11-17 10:24:00,10.0.8.76,10.17.7.151,TCP,24,41746,0
2025-11-17 10:24:00,10.1.2.184,10.10.1.68,TCP,31,55619,0
2025-11-17 10:24:00,10.5.8.169,10.11.9.111,TCP,33,66685,0
2025-11-17 10:24:00,10.7.7.156,10.16.5.207,UDP,34,59506,0
