timestamp,ifInOctets_bytes,ifOutOctets_bytes,ifInErrors,ifOutErrors,utilization_pct,label_anomaly
2025-11-17 17:35:00,8276269,6816735,3,1,15.093005165157605,0
2025-11-17 17:40:00,8396899,5387392,0,2,13.784291969629175,0
2025-11-17 17:45:00,9645990,5396039,1,1,15.042029394367102,0
2025-11-17 17:50:00,10770582,7472536,3,1,18.24311883887864,0
2025-11-17 17:55:00,9538812,5814491,2,1,15.353304129875427,0
2025-11-17 18:00:00,10933852,5525374,2,1,16.45922716957452,0
2025-11-17 18:05:00,11086377,6408460,1,1,17.494837533047104,0
2025-11-17 18:10:00,8422414,5095904,3,5,13.518318831979077,0
2025-11-17 18:15:00,9561447,6679058,2,3,16.24050537059001,0
2025-11-17 18:20:00,10416373,5404881,4,2,15.821254970792644,0
2025-11-17 18:25:00,10205408,5708113,3,3,15.913522225880197,0
2025-11-17 18:30:00,9272906,7189970,2,1,16.46287672319042,0
2025-11-17 18:35:00,11460557,6780971,4,2,18.241528644612863,0
2025-11-17 18:40:00,8762324,5699793,2,0,14.46211852195114,0
2025-11-17 18:45:00,8796780,6537697,2,3,15.334477877668753,0
2025-11-17 18:50:00,9667021,5278973,7,3,14.945995657751169,0
2025-11-17 18:55:00,8882654,6458785,5,0,15.341439761132438,0
2025-11-17 19:00:00,7632712,7212467,7,3,14.845180629600838,0
2025-11-17 19:05:00,10773138,7603748,2,3,18.376887047416876,0
2025-11-17 19:10:00,9195614,6661885,1,1,15.85749953856133,0
2025-11-17 19:15:00,10609490,7094964,2,2,17.70445522538874,0
2025-11-17 19:20:00,10943309,6547161,5,2,17.490470862322702,0
2025-11-17 19:25:00,7348901,6450680,3,3,13.799582475671976,0
2025-11-17 19:30:00,10011711,5789308,4,6,15.80102006416494,0
2025-11-17 19:35:00,8459848,6248031,4,1,14.707880543058257,0
2025-11-17 19:40:00,9576955,4895323,3,1,14.47227869105227,0
2025-11-17 19:45:00,10122940,7674657,1,3,17.79759822552023,0
2025-11-17 19:50:00,8122634,6927728,4,1,15.05036321981951,0
2025-11-17 19:55:00,7737609,7402078,4,2,15.139688150135623,0
2025-11-17 20:00:00,9202427,6594295,6,4,15.796722456990794,0
2025-11-17 20:05:00,8729744,4291099,4,1,13.020843981560207,0
2025-11-17 20:10:00,8429421,6382349,6,0,14.81177116716767,0
2025-11-17 20:15:00,9693059,6905644,3,1,16.598704095556148,0
2025-11-17 20:20:00,8966054,5788990,4,2,14.755044669364075,0
2025-11-17 20:25:00,9915543,6493023,3,2,16.408567316510272,0
2025-11-17 20:30:00,10150433,5024537,4,0,15.174971431771949,0
2025-11-17 20:35:00,8170556,6122095,3,2,14.292651641954027,0
2025-11-17 20:40:00,8410114,3638626,1,3,12.048741622455776,0
2025-11-17 20:45:00,9648030,7641682,3,2,17.289713543862472,0
2025-11-17 20:50:00,9541712,6907948,5,2,16.449660717776172,0
2025-11-17 20:55:00,9438062,6493433,3,4,15.931496311700924,0
2025-11-17 21:00:00,11345289,6496920,8,0,17.84220983882352,0
2025-11-17 21:05:00,11441480,6675179,0,2,18.11666071366395,0
2025-11-17 21:10:00,6731236,7358780,1,4,14.090016496015389,0
2025-11-17 21:15:00,9245557,5929166,3,1,15.17472416718074,0
2025-11-17 21:20:00,8836680,5469523,2,2,14.306203387763725,0
2025-11-17 21:25:00,7713122,8314339,3,3,16.027462340107107,0
2025-11-17 21:30:00,6786291,7368487,2,1,14.154778588412631,0
2025-11-17 21:35:00,5880472,6357205,4,2,12.237677926343315,0
2025-11-17 21:40:00,8710128,6380020,1,1,15.090149078622867,0
2025-11-17 21:45:00,8439793,4888479,5,2,13.328273233963708,0
2025-11-17 21:50:00,9437319,8718414,2,0,18.15573460607711,0
2025-11-17 21:55:00,8661635,5813531,2,3,14.475167158417396,0
2025-11-17 22:00:00,10214756,6072295,2,1,16.287052055115524,0
2025-11-17 22:05:00,10753425,5825474,4,1,16.578899412016508,0
2025-11-17 22:10:00,8040879,5670111,6,2,13.710990626231236,0
2025-11-17 22:15:00,8252781,5553851,5,2,13.806632930524204,0
2025-11-17 22:20:00,11021689,5895561,6,1,16.91725161558848,0
2025-11-17 22:25:00,7797253,4624551,0,2,12.421804730982462,0
2025-11-17 22:30:00,11601229,7405455,3,3,19.00668453221526,0
2025-11-17 22:35:00,12132704,7420698,6,1,19.55340353706848,0
2025-11-17 22:40:00,8557971,6328668,2,1,14.88663936257103,0
2025-11-17 22:45:00,9224199,6466395,1,1,15.690595234280735,0
2025-11-17 22:50:00,9665283,5976783,3,1,15.642067087430632,0
2025-11-17 22:55:00,7208494,6882849,2,5,14.091343882757895,0
2025-11-17 23:00:00,12123097,5919086,1,3,18.0421844117036,0
2025-11-17 23:05:00,5889004,7594565,2,2,13.483569433320186,0
2025-11-17 23:10:00,8987094,5198111,5,3,14.185205666416842,0
2025-11-17 23:15:00,8522562,7466348,5,4,15.988910976650592,0
2025-11-17 23:20:00,12046804,4252302,4,1,16.299107552110634,0
2025-11-17 23:25:00,9187228,9283754,3,4,18.470982749295278,0
2025-11-17 23:30:00,6900264,6269362,3,3,13.169627102502243,0
2025-11-17 23:35:00,9841718,6083394,2,3,15.925112778138276,0
2025-11-17 23:40:00,9516791,4963607,2,2,14.48039955002834,0
2025-11-17 23:45:00,10987100,7421165,2,2,18.408266771213995,0
2025-11-17 23:50:00,6444449,5716706,1,4,12.161156348208213,0
2025-11-17 23:55:00,10531647,4520212,3,0,15.051860837247357,0
2025-11-18 00:00:00,10662241,6384671,4,4,17.046913795713557,0
2025-11-18 00:05:00,8063855,4548983,2,3,12.612839024074127,0
2025-11-18 00:10:00,7656529,5091841,3,0,12.748371200138298,0
2025-11-18 00:15:00,8068537,6483217,3,0,14.55175506040081,0
2025-11-18 00:20:00,10646486,6015034,3,2,16.661520995951236,0
2025-11-18 00:25:00,10248378,5886180,3,3,16.134558584984887,0
2025-11-18 00:30:00,8317402,5048907,1,3,13.366310153657068,0
2025-11-18 00:35:00,10356279,6201721,6,1,16.558000331123527,0
2025-11-18 00:40:00,10959371,5981144,1,4,16.94051540462195,0
2025-11-18 00:45:00,8567398,6214428,2,0,14.781827267095995,0
2025-11-18 00:50:00,10799362,4685812,3,1,15.485175011544634,0
2025-11-18 00:55:00,8416698,6466547,1,2,14.88324533263598,0
2025-11-18 01:00:00,8485920,5649128,7,4,14.135048925227329,0
2025-11-18 01:05:00,8818471,3817663,2,0,12.636135700964118,0
2025-11-18 01:10:00,9459951,6575398,4,2,16.035350547095337,0
2025-11-18 01:15:00,5922331,6015466,4,1,11.937798299241779,0
2025-11-18 01:20:00,7423500,5804749,2,3,13.228250719195673,0
2025-11-18 01:25:00,5491637,6612131,5,2,12.10376930931757,0
2025-11-18 01:30:00,9956111,5826415,5,1,15.782526663213266,0
2025-11-18 01:35:00,10899041,5676187,3,1,16.575228992435818,0
2025-11-18 01:40:00,11189918,7047700,1,1,18.237618957616963,0
2025-11-18 01:45:00,6056876,6031933,2,3,12.08881044521138,0
2025-11-18 01:50:00,9079245,6895863,4,3,15.975108711485476,0
2025-11-18 01:55:00,7223411,6412784,1,0,13.63619662186073,0
2025-11-18 02:00:00,6971942,7512093,2,3,14.48403557595104,0
2025-11-18 02:05:00,8139566,8160945,1,2,16.30051161293799,0
2025-11-18 02:10:00,7048258,4835109,2,3,11.883368194861514,0
2025-11-18 02:15:00,12067366,7262514,2,2,19.329880375128695,0
2025-11-18 02:20:00,6775362,5881736,2,2,12.657098883694443,0
2025-11-18 02:25:00,7507065,5156727,5,1,12.663792399869475,0
2025-11-18 02:30:00,8728144,7055174,2,1,15.783319325482495,0
2025-11-18 02:35:00,9068298,7337849,3,2,16.406148372959414,0
2025-11-18 02:40:00,9025746,4421515,3,2,13.44726180750016,0
2025-11-18 02:45:00,7197951,4828833,4,0,12.026784915604747,0
2025-11-18 02:50:00,9346318,4932180,9,1,14.278498941270612,0
2025-11-18 02:55:00,9393917,5850038,2,1,15.24395541014413,0
2025-11-18 03:00:00,10043742,6219023,1,2,16.26276645076307,0
2025-11-18 03:05:00,8717165,5957106,4,4,14.674272194323528,0
2025-11-18 03:10:00,10411835,7335469,1,2,17.747305667126806,0
2025-11-18 03:15:00,6826855,5993133,4,0,12.819988171186807,0
2025-11-18 03:20:00,10946173,5312653,1,0,16.258827303569483,0
2025-11-18 03:25:00,10262454,5302822,3,2,15.565276807391335,0
2025-11-18 03:30:00,9472213,7164209,7,1,16.63642273003068,0
2025-11-18 03:35:00,9684231,4910834,5,5,14.595065600411997,0
2025-11-18 03:40:00,10448536,6410410,3,1,16.85894651758192,0
2025-11-18 03:45:00,10263222,6648593,2,5,16.911816720026916,0
2025-11-18 03:50:00,7419883,5603334,2,2,13.023218570626224,0
2025-11-18 03:55:00,10650173,4675308,1,2,15.325482712585575,0
2025-11-18 04:00:00,9319467,5236669,5,1,14.556137024011484,0
2025-11-18 04:05:00,10735203,5221558,3,3,15.956761855720433,0
2025-11-18 04:10:00,9591398,6769300,4,3,16.360698964298642,0
2025-11-18 04:15:00,7513828,6663339,3,1,14.177168764936916,0
2025-11-18 04:20:00,7350628,7475423,3,2,14.826051454514877,0
2025-11-18 04:25:00,9635885,6637112,5,0,16.272998140547617,0
2025-11-18 04:30:00,10625741,4774694,3,2,15.400435736737153,0
2025-11-18 04:35:00,6754776,6500931,2,2,13.255708119941872,0
2025-11-18 04:40:00,8476044,6848966,4,2,15.325010604889272,0
2025-11-18 04:45:00,10578207,5392381,4,2,15.970588698420821,0
2025-11-18 04:50:00,8445218,4871336,0,1,13.316554733837172,0
2025-11-18 04:55:00,11667729,6744918,4,1,18.412648073473704,0
2025-11-18 05:00:00,9999073,6964351,1,4,16.963424132966907,0
2025-11-18 05:05:00,10820167,5252170,1,1,16.07233876509095,0
2025-11-18 05:10:00,7971360,5193794,4,2,13.165154978107674,0
2025-11-18 05:15:00,11734483,4580688,5,2,16.31517144368406,0
2025-11-18 05:20:00,10150186,7815222,3,3,17.965408997934627,0
2025-11-18 05:25:00,9595837,4948421,4,2,14.54425842761943,0
2025-11-18 05:30:00,10197197,4356545,3,1,14.553742878931361,0
2025-11-18 05:35:00,9481072,6640201,8,1,16.12127373110334,0
2025-11-18 05:40:00,11128630,3487016,3,1,14.615646671693955,0
2025-11-18 05:45:00,8925388,4668432,1,2,13.593820949714356,0
2025-11-18 05:50:00,8693254,3721853,1,1,12.415107989428853,0
2025-11-18 05:55:00,8806615,8432233,3,2,17.23884914017849,0
2025-11-18 06:00:00,9424068,4794563,4,2,14.218632057878331,0
2025-11-18 06:05:00,9190898,5303777,7,0,14.494676276967756,0
2025-11-18 06:10:00,6307102,6292046,1,3,12.599148586933783,0
2025-11-18 06:15:00,10740592,6379091,4,1,17.119683778587,0
2025-11-18 06:20:00,7663074,5107858,4,0,12.770933468176352,0
2025-11-18 06:25:00,8349103,5055648,6,4,13.404752141799683,0
2025-11-18 06:30:00,8542085,5058383,0,2,13.60046814753861,0
2025-11-18 06:35:00,10228889,6678419,4,1,16.907308864728957,0
2025-11-18 06:40:00,5904625,6248793,4,3,12.153418671451755,0
2025-11-18 06:45:00,6979137,4824343,4,2,11.80348031724195,0
2025-11-18 06:50:00,12675218,6494625,2,2,19.169844001001763,0
2025-11-18 06:55:00,11050438,7794961,4,2,18.845400789234894,0
2025-11-18 07:00:00,11662408,5124230,6,3,16.78663906325768,0
2025-11-18 07:05:00,8659639,6750333,3,2,15.409972553323541,0
2025-11-18 07:10:00,10917841,7831123,1,1,18.74896492366796,0
2025-11-18 07:15:00,8750528,7428037,2,1,16.17856612838018,0
2025-11-18 07:20:00,8396169,8494492,3,4,16.89066256930058,0
2025-11-18 07:25:00,6324105,6827933,6,2,13.152038654600531,0
2025-11-18 07:30:00,8931658,6708083,1,4,15.63974280805011,0
2025-11-18 07:35:00,8649488,7198928,3,2,15.848416961930967,0
2025-11-18 07:40:00,5713933,6041037,2,1,11.754970705466775,0
2025-11-18 07:45:00,7606505,6994428,4,2,14.600933334593888,0
2025-11-18 07:50:00,8607717,6860860,1,1,15.468577991657767,0
2025-11-18 07:55:00,7319054,6457824,6,2,13.776879692960648,0
2025-11-18 08:00:00,10176324,5105740,5,4,15.282065097193737,0
2025-11-18 08:05:00,8560356,4186189,3,2,12.746546199326142,0
2025-11-18 08:10:00,9509762,5598684,4,2,15.108447108018938,0
2025-11-18 08:15:00,10830717,6137919,3,1,16.968637330496055,0
2025-11-18 08:20:00,9606344,5278879,8,1,14.885224344395745,0
2025-11-18 08:25:00,6993812,6091338,5,2,13.085151146762296,0
2025-11-18 08:30:00,10083500,7420470,5,2,17.503970618746486,0
2025-11-18 08:35:00,8176981,5600133,2,3,13.77711491601994,0
2025-11-18 08:40:00,6562642,6254341,0,3,12.816984795598826,0
2025-11-18 08:45:00,8731180,4334778,4,3,13.065958272760575,0
2025-11-18 08:50:00,9741774,7605870,1,1,17.347645297150255,0
2025-11-18 08:55:00,9653962,5280904,4,3,14.934866663460733,0
2025-11-18 09:00:00,6602888,5226126,1,1,11.829014313661396,0
2025-11-18 09:05:00,9079994,6138531,2,1,15.218526163906812,0
2025-11-18 09:10:00,10559831,6557866,5,0,17.1176980145934,0
2025-11-18 09:15:00,8039866,6897627,7,5,14.937493171577575,0
2025-11-18 09:20:00,9068869,8930732,3,5,17.999601663326672,0
2025-11-18 09:25:00,9157350,6511353,5,1,15.668704019669462,0
2025-11-18 09:30:00,9318045,6778301,3,1,16.096346972259497,0
2025-11-18 09:35:00,10739768,5511435,0,4,16.251203755994144,0
2025-11-18 09:40:00,9268831,9736262,2,1,19.005094558170452,0
2025-11-18 09:45:00,7116748,6269345,2,3,13.386094286666802,0
2025-11-18 09:50:00,7473131,7299400,2,1,14.772532511778419,0
2025-11-18 09:55:00,9408633,5999930,2,2,15.408564545491796,0
2025-11-18 10:00:00,6046714,4501171,4,2,10.547886651688104,0
2025-11-18 10:05:00,9061646,4946342,1,1,14.00798880377555,0
2025-11-18 10:10:00,9190941,6274110,3,1,15.465051534999635,0
2025-11-18 10:15:00,9805338,5172450,5,3,14.977789294673446,0
2025-11-18 10:20:00,8445122,7586322,3,2,16.031445594483305,0
2025-11-18 10:25:00,9165295,6607748,1,3,15.773043725633453,0
2025-11-18 10:30:00,7943583,7718196,2,1,15.661780263111396,0
2025-11-18 10:35:00,7875112,6819321,5,1,14.69443373566293,0
2025-11-18 10:40:00,10489728,8731190,7,5,19.220919090440194,0
2025-11-18 10:45:00,8192911,6702440,2,1,14.895352299646728,0
2025-11-18 10:50:00,9568088,4719029,2,2,14.28711872339053,0
2025-11-18 10:55:00,10746770,5053833,3,2,15.800603253959311,0
2025-11-18 11:00:00,11534672,6926767,2,2,18.461440804101077,0
2025-11-18 11:05:00,11252039,4235736,4,2,15.487776568876816,0
2025-11-18 11:10:00,8120427,6171156,6,2,14.29158373730854,0
2025-11-18 11:15:00,6753014,6716022,4,3,13.469037035899792,0
2025-11-18 11:20:00,8595204,5286141,2,6,13.881346344110732,0
2025-11-18 11:25:00,8334248,8643642,5,1,16.977890592879312,0
2025-11-18 11:30:00,8937180,4988471,3,1,13.925652042911468,0
2025-11-18 11:35:00,8639213,8059830,3,2,16.69904420364123,0
2025-11-18 11:40:00,8841640,5240997,1,0,14.082638645120118,0
2025-11-18 11:45:00,6264561,7873713,4,3,14.138275251254928,0
2025-11-18 11:50:00,9536306,5666121,5,0,15.202428039334553,0
2025-11-18 11:55:00,11887565,8221028,0,0,20.108593977370248,0
2025-11-18 12:00:00,11740757,3930533,3,4,15.671291045078425,0
2025-11-18 12:05:00,9954980,6247417,7,1,16.202398391304037,0
2025-11-18 12:10:00,10124288,5359589,3,0,15.48387791441562,0
2025-11-18 12:15:00,7869761,4118769,2,0,11.98853053043352,0
2025-11-18 12:20:00,8345955,7959977,3,4,16.30593286474746,0
2025-11-18 12:25:00,12417848,5072512,3,0,17.4903612959936,0
2025-11-18 12:30:00,9541468,4945287,6,6,14.486756149768903,0
2025-11-18 12:35:00,11004124,5463960,4,1,16.468084248694655,0
2025-11-18 12:40:00,9202524,5326164,1,2,14.528688403925841,0
2025-11-18 12:45:00,9916864,6801743,5,0,16.71860759785278,0
2025-11-18 12:50:00,10250800,5640055,6,0,15.890856610965148,0
2025-11-18 12:55:00,10056442,4107483,4,0,14.163926555898918,0
2025-11-18 13:00:00,7455843,5904199,2,4,13.360042896881241,0
2025-11-18 13:05:00,8699287,6914824,5,2,15.614111990560614,0
2025-11-18 13:10:00,12336099,6990842,1,1,19.32694167813014,0
2025-11-18 13:15:00,9021353,3758108,5,2,12.779462058538382,0
2025-11-18 13:20:00,10906909,6446433,6,5,17.35334278020168,0
2025-11-18 13:25:00,8880394,4559272,6,3,13.439667048315348,0
2025-11-18 13:30:00,7215948,5573017,2,1,12.78896627564471,0
2025-11-18 13:35:00,7808542,4726207,5,2,12.534750174268131,0
2025-11-18 13:40:00,6761258,7129804,4,2,13.891063402872362,0
2025-11-18 13:45:00,6275262,6562981,5,2,12.83824462430124,0
2025-11-18 13:50:00,8544377,7651835,3,2,16.196212262757335,0
2025-11-18 13:55:00,7905040,6682767,1,0,14.587808123238979,0
2025-11-18 14:00:00,6925326,4449284,2,2,11.374611710983213,0
2025-11-18 14:05:00,7829615,5682487,0,2,13.512103857602451,0
2025-11-18 14:10:00,8132766,3626440,3,1,11.759206668862465,0
2025-11-18 14:15:00,9778693,5106364,1,0,14.885058206803508,0
2025-11-18 14:20:00,9816314,6363320,2,2,16.17963557974584,0
2025-11-18 14:25:00,9218924,4969358,1,1,14.188283113230716,0
2025-11-18 14:30:00,10555873,5180438,1,1,15.736311630113997,0
2025-11-18 14:35:00,9131660,4566728,2,4,13.698388836535672,0
2025-11-18 14:40:00,9400047,5733254,4,4,15.133301530997937,0
2025-11-18 14:45:00,7501365,6356972,4,0,13.858338467872041,0
2025-11-18 14:50:00,7972093,5437212,2,2,13.409306221052564,0
2025-11-18 14:55:00,8923008,6355308,2,1,15.27831683656545,0
2025-11-18 15:00:00,8427370,3032461,2,1,11.459831301155402,0
2025-11-18 15:05:00,11696157,5007016,3,3,16.70317419571162,0
2025-11-18 15:10:00,9906411,6998833,7,1,16.905245138284887,0
2025-11-18 15:15:00,10059704,7883240,1,2,17.942945117696205,0
2025-11-18 15:20:00,8794990,7126462,0,2,15.921453339019589,0
2025-11-18 15:25:00,9627019,4260732,1,0,13.887752317068164,0
2025-11-18 15:30:00,11338493,6140352,2,5,17.47884627322069,0
2025-11-18 15:35:00,8009815,6759757,3,3,14.769573568335714,0
2025-11-18 15:40:00,10890299,6293617,3,3,17.183916481820464,0
2025-11-18 15:45:00,6802752,4661196,4,1,11.463948840835734,0
2025-11-18 15:50:00,9895423,5764625,2,0,15.660049306112581,0
2025-11-18 15:55:00,10557338,7182778,4,3,17.740116812929298,0
2025-11-18 16:00:00,10530227,4708278,3,3,15.238505801646212,0
2025-11-18 16:05:00,10455159,4628083,1,2,15.08324238184657,0
2025-11-18 16:10:00,6854641,6420645,2,3,13.275286976333328,0
2025-11-18 16:15:00,8520830,7422619,2,3,15.943450365636751,0
2025-11-18 16:20:00,11474666,5747891,3,1,17.22255730671865,0
2025-11-18 16:25:00,10639577,6906672,5,1,17.546249767452508,0
2025-11-18 16:30:00,8109568,6143527,2,1,14.253095771461052,0
2025-11-18 16:35:00,7930072,5079095,3,2,13.009168443953879,0
2025-11-18 16:40:00,9736167,4928714,3,3,14.664882723201359,0
2025-11-18 16:45:00,8861991,4232525,5,2,13.094516547058058,0
2025-11-18 16:50:00,8751316,6414952,1,0,15.166268155465556,0
2025-11-18 16:55:00,7941231,6530448,3,3,14.471679733326258,0
