timestamp,ifInOctets_bytes,ifOutOctets_bytes,ifInErrors,onuOperStatus,debit_rx_mbps,debit_tx_mbps,utilization_pct,error_rate_pct,label_anomaly
2026-02-15 01:55:00,7772158290,7198070121,15,up,207.258,191.949,20.726,1.5416,0
2026-02-15 02:00:00,8762569434,5766102292,17,up,233.669,153.763,23.367,1.7115,0
2026-02-15 02:05:00,9499787913,6618934166,13,up,253.328,176.505,25.333,1.3689,0
2026-02-15 02:10:00,8080132225,5292945962,8,up,215.47,141.145,21.547,0.8588,0
2026-02-15 02:15:00,9797660270,5505552675,19,up,261.271,146.815,26.127,1.9608,0
2026-02-15 02:20:00,8699281473,6277175819,37,up,231.981,167.391,23.198,3.7112,0
2026-02-15 02:25:00,9046844531,6574968004,43,up,241.249,175.332,24.125,4.3349,0
2026-02-15 02:30:00,8698080061,6807074288,48,up,231.949,181.522,23.195,4.8289,0
2026-02-15 02:35:00,11458812957,7130132582,15,up,305.568,190.137,30.557,1.5026,0
2026-02-15 02:40:00,9359815622,5951438477,46,up,249.595,158.705,24.96,4.6292,0
2026-02-15 02:45:00,8185075204,6859400463,0,up,218.269,182.917,21.827,0.0209,0
2026-02-15 02:50:00,10300363026,5753540512,20,up,274.676,153.428,27.468,2.0745,0
2026-02-15 02:55:00,8001550893,6649505744,50,up,213.375,177.32,21.337,5.0541,0
2026-02-15 03:00:00,9609971544,6149391934,31,up,256.266,163.984,25.627,3.182,0
2026-02-15 03:05:00,7170371110,6320888093,20,up,191.21,168.557,19.121,2.0562,0
2026-02-15 03:10:00,7880790694,6304925669,33,up,210.154,168.131,21.015,3.3108,0
2026-02-15 03:15:00,9596468890,4844612392,75,up,255.906,129.19,25.591,7.5986,0
2026-02-15 03:20:00,10205774902,5190632261,26,up,272.154,138.417,27.215,2.6739,0
2026-02-15 03:25:00,9567789316,6073829836,51,up,255.141,161.969,25.514,5.1468,0
2026-02-15 03:30:00,9244895682,4785159062,126,up,246.531,127.604,24.653,12.6396,0
2026-02-15 03:35:00,9036258342,6598471994,39,up,240.967,175.959,24.097,3.9127,0
2026-02-15 03:40:00,7711662760,6627520295,27,up,205.644,176.734,20.564,2.7256,0
2026-02-15 03:45:00,8565175265,6235562798,1,up,228.405,166.282,22.84,0.1223,0
2026-02-15 03:50:00,8856781382,5192783510,15,up,236.181,138.474,23.618,1.5013,0
2026-02-15 03:55:00,10564262504,6993700035,26,up,281.714,186.499,28.171,2.667,0
2026-02-15 04:00:00,9761570575,7466791660,51,up,260.309,199.114,26.031,5.1058,0
2026-02-15 04:05:00,7391579825,6105895315,18,up,197.109,162.824,19.711,1.8446,0
2026-02-15 04:10:00,9739594465,6367585472,103,up,259.723,169.802,25.972,10.3051,0
2026-02-15 04:15:00,8941782434,6145251831,10,up,238.448,163.873,23.845,1.0149,0
2026-02-15 04:20:00,8613462749,6381865816,43,up,229.692,170.183,22.969,4.3673,0
2026-02-15 04:25:00,10063135824,5913917695,17,up,268.35,157.704,26.835,1.7378,0
2026-02-15 04:30:00,10534874462,5975113747,21,up,280.93,159.336,28.093,2.1296,0
2026-02-15 04:35:00,10422690134,6652116672,51,up,277.938,177.39,27.794,5.1905,0
2026-02-15 04:40:00,8430880286,7688849396,11,up,224.823,205.036,22.482,1.1241,0
2026-02-15 04:45:00,9027136077,4991948711,3,up,240.724,133.119,24.072,0.3258,0
2026-02-15 04:50:00,9747671360,5925255011,23,up,259.938,158.007,25.994,2.3504,0
2026-02-15 04:55:00,10472488268,5150068450,24,up,279.266,137.335,27.927,2.4079,0
2026-02-15 05:00:00,8835928982,7146257926,51,up,235.625,190.567,23.562,5.1052,0
2026-02-15 05:05:00,9166133651,5576828662,110,up,244.43,148.715,24.443,11.0465,0
2026-02-15 05:10:00,8130373154,4960895428,1,up,216.81,132.291,21.681,0.182,0
2026-02-15 05:15:00,8029267547,6459494639,28,up,214.114,172.253,21.411,2.8663,0
2026-02-15 05:20:00,10289091550,7255904002,36,up,274.376,193.491,27.438,3.659,0
2026-02-15 05:25:00,10900770032,6477790465,136,up,290.687,172.741,29.069,13.6147,0
2026-02-15 05:30:00,9293988613,6147454471,91,up,247.84,163.932,24.784,9.1441,0
2026-02-15 05:35:00,10503974510,6294581464,39,up,280.106,167.856,28.011,3.9884,0
2026-02-15 05:40:00,9781840528,7018685277,23,up,260.849,187.165,26.085,2.3607,0
2026-02-15 05:45:00,8649240276,5370576525,5,up,230.646,143.215,23.065,0.5637,0
2026-02-15 05:50:00,9781570056,5919470085,15,up,260.842,157.853,26.084,1.5513,0
2026-02-15 05:55:00,11105291137,5674063093,28,up,296.141,151.308,29.614,2.8153,0
2026-02-15 06:00:00,9334695706,5159136978,41,up,248.925,137.577,24.893,4.1335,0
2026-02-15 06:05:00,11135224112,5763569813,32,up,296.939,153.695,29.694,3.2287,0
2026-02-15 06:10:00,6427786757,6797559189,40,up,171.408,181.268,17.141,4.007,0
2026-02-15 06:15:00,10299640317,6407953546,17,up,274.657,170.879,27.466,1.794,0
2026-02-15 06:20:00,9472927951,6463903560,41,up,252.611,172.371,25.261,4.1619,0
2026-02-15 06:25:00,9038616730,6105462440,4,up,241.03,162.812,24.103,0.4966,0
2026-02-15 06:30:00,9478230873,6376793123,5,up,252.753,170.048,25.275,0.5678,0
2026-02-15 06:35:00,7138984971,5423574953,5,up,190.373,144.629,19.037,0.5687,0
2026-02-15 06:40:00,6389508388,5777152882,70,up,170.387,154.057,17.039,7.074,1
2026-02-15 06:45:00,9776751642,6138243050,2,up,260.713,163.686,26.071,0.2531,0
2026-02-15 06:50:00,11037630800,6199811418,51,up,294.337,165.328,29.434,5.1744,0
2026-02-15 06:55:00,8791946004,6230535255,8,up,234.452,166.148,23.445,0.8512,0
2026-02-15 07:00:00,8465444696,5900398596,20,up,225.745,157.344,22.575,2.0221,0
2026-02-15 07:05:00,8810523325,5728255151,79,up,234.947,152.753,23.495,7.9246,0
2026-02-15 07:10:00,10404827382,8273595323,28,up,277.462,220.629,27.746,2.8216,0
2026-02-15 07:15:00,9744844998,6652886836,7,up,259.863,177.41,25.986,0.7548,0
2026-02-15 07:20:00,8779019770,6297466182,10,up,234.107,167.932,23.411,1.0694,0
2026-02-15 07:25:00,6966698103,5832089881,71,up,185.779,155.522,18.578,7.1274,1
2026-02-15 07:30:00,9484212243,5675122444,17,up,252.912,151.337,25.291,1.7828,0
2026-02-15 07:35:00,10464725614,5905823572,28,up,279.059,157.489,27.906,2.8297,0
2026-02-15 07:40:00,8585190269,6210836767,19,up,228.938,165.622,22.894,1.9714,0
2026-02-15 07:45:00,9006380085,4646086408,15,up,240.17,123.896,24.017,1.5217,0
2026-02-15 07:50:00,8933878327,4870039491,8,up,238.237,129.868,23.824,0.8086,0
2026-02-15 07:55:00,7728545683,5541444679,37,up,206.095,147.772,20.609,3.7087,0
2026-02-15 08:00:00,9708135311,6149140394,40,up,258.884,163.977,25.888,4.0535,0
2026-02-15 08:05:00,9668687181,5827723334,10,up,257.832,155.406,25.783,1.0286,0
2026-02-15 08:10:00,9380752638,7064247282,49,up,250.153,188.38,25.015,4.979,0
2026-02-15 08:15:00,9111089474,4932674313,61,up,242.962,131.538,24.296,6.169,0
2026-02-15 08:20:00,7782707915,5459031261,81,up,207.539,145.574,20.754,8.1095,0
2026-02-15 08:25:00,8901774011,7094466053,5,up,237.381,189.186,23.738,0.5626,0
2026-02-15 08:30:00,8989446168,6094405913,11,up,239.719,162.517,23.972,1.1593,0
2026-02-15 08:35:00,8472438072,6637086659,62,up,225.932,176.989,22.593,6.2996,0
2026-02-15 08:40:00,9193553574,7476897799,7,up,245.161,199.384,24.516,0.7082,0
2026-02-15 08:45:00,9829557213,5500460819,0,up,262.122,146.679,26.212,0.0111,0
2026-02-15 08:50:00,11496959138,5928493676,65,up,306.586,158.093,30.659,6.5491,0
2026-02-15 08:55:00,9571400039,5803852631,12,up,255.237,154.769,25.524,1.2646,0
2026-02-15 09:00:00,9664744189,4592693036,17,up,257.727,122.472,25.773,1.7129,0
2026-02-15 09:05:00,9291248344,5776514301,18,up,247.767,154.04,24.777,1.8918,0
2026-02-15 09:10:00,7216382382,6634364774,60,up,192.437,176.916,19.244,6.0342,0
2026-02-15 09:15:00,9345171890,6389224470,13,up,249.205,170.379,24.92,1.3194,0
2026-02-15 09:20:00,9442758986,6445739881,71,up,251.807,171.886,25.181,7.1303,0
2026-02-15 09:25:00,12146147376,5729633533,30,up,323.897,152.79,32.39,3.0706,0
2026-02-15 09:30:00,9158593914,5527609990,23,up,244.229,147.403,24.423,2.3977,0
2026-02-15 09:35:00,6799968532,6913864083,38,up,181.332,184.37,18.133,3.8758,1
2026-02-15 09:40:00,9335949259,5641931654,8,up,248.959,150.452,24.896,0.8939,0
2026-02-15 09:45:00,8060237207,6211739067,31,up,214.94,165.646,21.494,3.1306,0
2026-02-15 09:50:00,10660675666,6117600970,18,up,284.285,163.136,28.428,1.8951,0
2026-02-15 09:55:00,10220924661,7052436251,77,up,272.558,188.065,27.256,7.7238,0
2026-02-15 10:00:00,10264910940,6699416897,21,up,273.731,178.651,27.373,2.165,0
2026-02-15 10:05:00,8351939113,5067413793,22,up,222.718,135.131,22.272,2.2945,0
2026-02-15 10:10:00,10953143599,5144961719,17,up,292.084,137.199,29.208,1.7251,0
2026-02-15 10:15:00,7797917554,6416815069,49,up,207.944,171.115,20.794,4.9829,0
2026-02-15 10:20:00,10035214230,5953676893,17,up,267.606,158.765,26.761,1.7699,0
2026-02-15 10:25:00,11839262579,5672276315,10,up,315.714,151.261,31.571,1.0042,0
2026-02-15 10:30:00,8260646634,6731252076,63,up,220.284,179.5,22.028,6.3383,0
2026-02-15 10:35:00,8737915054,6134970755,29,up,233.011,163.599,23.301,2.9069,0
2026-02-15 10:40:00,9487107785,6037769318,28,up,252.99,161.007,25.299,2.8649,0
2026-02-15 10:45:00,8808589889,6561476621,30,up,234.896,174.973,23.49,3.0199,0
2026-02-15 10:50:00,7630503640,5729921523,40,up,203.48,152.798,20.348,4.0603,0
2026-02-15 10:55:00,9452133346,7129333669,12,up,252.057,190.116,25.206,1.2017,0
2026-02-15 11:00:00,8179908322,5432605711,1,up,218.131,144.869,21.813,0.1102,0
2026-02-15 11:05:00,9907791484,6472988927,53,up,264.208,172.613,26.421,5.3243,0
2026-02-15 11:10:00,8340647736,7032359643,4,up,222.417,187.53,22.242,0.4416,0
2026-02-15 11:15:00,11118676205,5008347247,40,up,296.498,133.556,29.65,4.0944,0
2026-02-15 11:20:00,8493840046,5752798673,2,up,226.502,153.408,22.65,0.2749,0
2026-02-15 11:25:00,9012680794,6822389322,15,up,240.338,181.93,24.034,1.5056,0
2026-02-15 11:30:00,10290206869,6833216074,2,up,274.406,182.219,27.441,0.2083,0
2026-02-15 11:35:00,7990277644,5876523167,23,up,213.074,156.707,21.307,2.3635,0
2026-02-15 11:40:00,6741624698,5471036812,68,up,179.777,145.894,17.978,6.8403,1
2026-02-15 11:45:00,10845535598,6688273792,6,up,289.214,178.354,28.921,0.6018,0
2026-02-15 11:50:00,7566581361,6852155353,14,up,201.776,182.724,20.178,1.4868,0
2026-02-15 11:55:00,9582713090,5161442389,85,up,255.539,137.638,25.554,8.5206,0
2026-02-15 12:00:00,9667368143,5133182172,18,up,257.796,136.885,25.78,1.8691,0
2026-02-15 12:05:00,10254550730,6162184811,51,up,273.455,164.325,27.345,5.1912,0
2026-02-15 12:10:00,7983430450,6453139656,83,up,212.891,172.084,21.289,8.3835,0
2026-02-15 12:15:00,7889486310,5784670258,117,up,210.386,154.258,21.039,11.7218,0
2026-02-15 12:20:00,9962184261,6489091550,73,up,265.658,173.042,26.566,7.315,0
2026-02-15 12:25:00,9709107757,5488701643,12,up,258.91,146.365,25.891,1.2219,0
2026-02-15 12:30:00,9656804456,4477420608,105,up,257.515,119.398,25.751,10.5132,0
2026-02-15 12:35:00,9764754235,5694791227,53,up,260.393,151.861,26.039,5.3549,0
2026-02-15 12:40:00,8609972188,6045527145,58,up,229.599,161.214,22.96,5.8083,0
2026-02-15 12:45:00,9636285409,5801395228,0,up,256.968,154.704,25.697,0.0489,0
2026-02-15 12:50:00,9704706532,5165805650,98,up,258.792,137.755,25.879,9.8698,0
2026-02-15 12:55:00,8571354654,4692732737,48,up,228.569,125.14,22.857,4.8176,0
2026-02-15 13:00:00,11473996325,5629856060,46,up,305.973,150.129,30.597,4.6748,0
2026-02-15 13:05:00,6935643425,6646312155,66,up,184.95,177.235,18.495,6.673,1
2026-02-15 13:10:00,8034783565,6904462156,8,up,214.261,184.119,21.426,0.8471,0
2026-02-15 13:15:00,7079535966,6855153636,70,up,188.788,182.804,18.879,7.081,1
2026-02-15 13:20:00,8278483120,5412545134,22,up,220.76,144.335,22.076,2.2224,0
2026-02-15 13:25:00,10260470179,5169331446,16,up,273.613,137.849,27.361,1.6232,0
2026-02-15 13:30:00,7474894018,6357576922,43,up,199.331,169.535,19.933,4.3008,1
2026-02-15 13:35:00,8451732391,6457272008,2,up,225.38,172.194,22.538,0.2925,0
2026-02-15 13:40:00,10458798145,6288122115,17,up,278.901,167.683,27.89,1.7263,0
2026-02-15 13:45:00,9839378542,4549874442,15,up,262.383,121.33,26.238,1.5076,0
2026-02-15 13:50:00,10299817679,5375843098,13,up,274.662,143.356,27.466,1.3778,0
2026-02-15 13:55:00,11508892105,5978624070,11,up,306.904,159.43,30.69,1.1767,0
2026-02-15 14:00:00,9098938369,6350797100,7,up,242.638,169.355,24.264,0.7546,0
2026-02-15 14:05:00,8527046815,6552461301,6,up,227.388,174.732,22.739,0.6075,0
2026-02-15 14:10:00,8374296266,6103862536,32,up,223.315,162.77,22.331,3.2729,0
2026-02-15 14:15:00,8457213429,6238164340,80,up,225.526,166.351,22.553,8.0582,0
2026-02-15 14:20:00,9288260576,6061103130,22,up,247.687,161.629,24.769,2.2752,0
2026-02-15 14:25:00,9758795971,6493645949,11,up,260.235,173.164,26.023,1.1321,0
2026-02-15 14:30:00,9686277149,6225263269,5,up,258.301,166.007,25.83,0.5547,0
2026-02-15 14:35:00,10305581155,6047331115,56,up,274.815,161.262,27.482,5.673,0
2026-02-15 14:40:00,9389627128,5806774464,113,up,250.39,154.847,25.039,11.3842,0
2026-02-15 14:45:00,11010225836,6058529826,13,up,293.606,161.561,29.361,1.3744,0
2026-02-15 14:50:00,9077261062,6348905792,11,up,242.06,169.304,24.206,1.1003,0
2026-02-15 14:55:00,12435190312,6192582280,29,up,331.605,165.136,33.161,2.9441,0
2026-02-15 15:00:00,10078875766,6274195021,47,up,268.77,167.312,26.877,4.778,0
2026-02-15 15:05:00,8410697749,6966759740,19,up,224.285,185.78,22.429,1.9447,0
2026-02-15 15:10:00,8170245939,6190918024,31,up,217.873,165.091,21.787,3.1822,0
2026-02-15 15:15:00,6942447027,5532721065,66,up,185.132,147.539,18.513,6.6892,1
2026-02-15 15:20:00,9123604366,6636196885,103,up,243.296,176.965,24.33,10.3481,0
2026-02-15 15:25:00,10178250555,5016337196,5,up,271.42,133.769,27.142,0.5772,0
2026-02-15 15:30:00,9907392327,5221382365,190,up,264.197,139.237,26.42,19.0257,0
2026-02-15 15:35:00,9293067473,6241810030,15,up,247.815,166.448,24.782,1.5931,0
2026-02-15 15:40:00,8422357067,6371805600,41,up,224.596,169.915,22.46,4.1103,0
2026-02-15 15:45:00,7670796872,5103563119,27,up,204.555,136.095,20.455,2.7187,0
2026-02-15 15:50:00,8872670678,5724371413,21,up,236.605,152.65,23.66,2.1339,0
2026-02-15 15:55:00,10338448643,5563619640,38,up,275.692,148.363,27.569,3.8322,0
2026-02-15 16:00:00,9615855462,5649593047,16,up,256.423,150.656,25.642,1.6121,0
2026-02-15 16:05:00,7973543873,6679390398,4,up,212.628,178.117,21.263,0.4314,0
2026-02-15 16:10:00,9569828541,6508683933,21,up,255.195,173.565,25.52,2.1478,0
2026-02-15 16:15:00,9808482052,5986232030,23,up,261.56,159.633,26.156,2.3615,0
2026-02-15 16:20:00,8380660384,5606907412,7,up,223.484,149.518,22.348,0.7217,0
2026-02-15 16:25:00,9547940744,5028252237,87,up,254.612,134.087,25.461,8.7774,0
2026-02-15 16:30:00,9440484808,7022533155,8,up,251.746,187.268,25.175,0.8259,0
2026-02-15 16:35:00,5662410890,6426322008,45,up,150.998,171.369,15.1,4.5077,1
2026-02-15 16:40:00,9777510780,5491198245,5,up,260.734,146.432,26.073,0.5387,0
2026-02-15 16:45:00,10005882592,6518111638,24,up,266.824,173.816,26.682,2.4558,0
2026-02-15 16:50:00,10593432648,5949438993,11,up,282.492,158.652,28.249,1.1765,0
2026-02-15 16:55:00,10560527308,5793281156,21,up,281.614,154.487,28.161,2.1501,0
2026-02-15 17:00:00,7825121961,6313352300,8,up,208.67,168.356,20.867,0.8141,0
2026-02-15 17:05:00,8319946830,5466121260,1,up,221.865,145.763,22.187,0.1769,0
2026-02-15 17:10:00,9954414675,5752495305,48,up,265.451,153.4,26.545,4.834,0
2026-02-15 17:15:00,9953009194,6087451966,32,up,265.414,162.332,26.541,3.279,0
2026-02-15 17:20:00,9954428647,5640395141,13,up,265.451,150.411,26.545,1.3332,0
2026-02-15 17:25:00,13709322926,6481741351,1,up,365.582,172.846,36.558,0.1557,0
2026-02-15 17:30:00,10017251824,7345727882,64,up,267.127,195.886,26.713,6.4216,0
2026-02-15 17:35:00,10652511345,5456905344,5,up,284.067,145.517,28.407,0.5955,0
2026-02-15 17:40:00,7313776388,4801109786,65,up,195.034,128.03,19.503,6.5204,1
2026-02-15 17:45:00,10107815157,4558747079,20,up,269.542,121.567,26.954,2.0839,0
2026-02-15 17:50:00,9020322099,5891662938,13,up,240.542,157.111,24.054,1.3315,0
2026-02-15 17:55:00,10228840373,5522521495,43,up,272.769,147.267,27.277,4.3324,0
2026-02-15 18:00:00,8505571633,6149659560,67,up,226.815,163.991,22.682,6.7017,0
2026-02-15 18:05:00,9108579067,6095470323,14,up,242.895,162.546,24.29,1.4821,0
2026-02-15 18:10:00,8828966008,4845683870,16,up,235.439,129.218,23.544,1.6741,0
2026-02-15 18:15:00,9467108406,4693283642,18,up,252.456,125.154,25.246,1.8166,0
2026-02-15 18:20:00,11978990887,6213071933,81,up,319.44,165.682,31.944,8.1766,0
2026-02-15 18:25:00,7274326658,6097508760,37,up,193.982,162.6,19.398,3.7744,0
2026-02-15 18:30:00,10147042714,5693411041,9,up,270.588,151.824,27.059,0.9106,0
2026-02-15 18:35:00,7560694644,4806856618,6,up,201.619,128.183,20.162,0.6546,0
2026-02-15 18:40:00,8844076650,6339401709,8,up,235.842,169.051,23.584,0.8379,0
2026-02-15 18:45:00,10600069421,6915767672,9,up,282.669,184.42,28.267,0.979,0
2026-02-15 18:50:00,9447315021,6200147356,8,up,251.928,165.337,25.193,0.8371,0
2026-02-15 18:55:00,8162537124,5389818798,34,up,217.668,143.729,21.767,3.4382,0
2026-02-15 19:00:00,8570283327,6032077559,3,up,228.541,160.855,22.854,0.3943,0
2026-02-15 19:05:00,10139547467,5016397861,15,up,270.388,133.771,27.039,1.5679,0
2026-02-15 19:10:00,8553337539,6761731713,31,up,228.089,180.313,22.809,3.1391,0
2026-02-15 19:15:00,9618515913,6058927920,10,up,256.494,161.571,25.649,1.0998,0
2026-02-15 19:20:00,9426268319,4726927023,2,up,251.367,126.051,25.137,0.216,0
2026-02-15 19:25:00,8641949608,5783514460,2,up,230.452,154.227,23.045,0.2732,0
2026-02-15 19:30:00,11786937100,6333577087,4,up,314.318,168.895,31.432,0.4308,0
2026-02-15 19:35:00,10088158900,5760205712,57,up,269.018,153.605,26.902,5.7822,0
2026-02-15 19:40:00,7096714590,5801355080,34,up,189.246,154.703,18.925,3.4321,0
2026-02-15 19:45:00,9584761104,5118430410,2,up,255.594,136.491,25.559,0.2134,0
2026-02-15 19:50:00,8630490227,6407909510,15,up,230.146,170.878,23.015,1.5874,0
2026-02-15 19:55:00,10333987501,5533102175,10,up,275.573,147.549,27.557,1.0449,0
2026-02-15 20:00:00,8483414169,4447359328,27,up,226.224,118.596,22.622,2.7611,0
2026-02-15 20:05:00,9245921503,5732694693,23,up,246.558,152.872,24.656,2.3675,0
2026-02-15 20:10:00,9943110688,6706427795,20,up,265.15,178.838,26.515,2.0995,0
2026-02-15 20:15:00,10348974593,5721410798,12,up,275.973,152.571,27.597,1.2084,0
2026-02-15 20:20:00,8024666542,7251349189,4,up,213.991,193.369,21.399,0.4745,0
2026-02-15 20:25:00,8998686109,6308856922,43,up,239.965,168.236,23.996,4.34,0
2026-02-15 20:30:00,8840686524,6243905876,67,up,235.752,166.504,23.575,6.781,0
2026-02-15 20:35:00,8640004613,5907553248,92,up,230.4,157.535,23.04,9.2323,0
2026-02-15 20:40:00,11361136020,5950833930,1,up,302.964,158.689,30.296,0.1933,0
2026-02-15 20:45:00,9830604424,5810334982,43,up,262.149,154.942,26.215,4.3095,0
2026-02-15 20:50:00,7956505551,5782366037,41,up,212.173,154.196,21.217,4.1487,0
2026-02-15 20:55:00,10407594690,6382224356,94,up,277.536,170.193,27.754,9.4065,0
2026-02-15 21:00:00,11762425721,5326201514,9,up,313.665,142.032,31.366,0.933,0
2026-02-15 21:05:00,10536523418,5225356443,43,up,280.974,139.343,28.097,4.3376,0
2026-02-15 21:10:00,7665708788,5191299563,1,up,204.419,138.435,20.442,0.1798,0
2026-02-15 21:15:00,8830236668,7472871274,31,up,235.473,199.277,23.547,3.1924,0
2026-02-15 21:20:00,10800275042,6381846889,13,up,288.007,170.183,28.801,1.3827,0
2026-02-15 21:25:00,8578871851,6219234385,46,up,228.77,165.846,22.877,4.6878,0
2026-02-15 21:30:00,9874296856,5238589437,63,up,263.315,139.696,26.331,6.368,0
2026-02-15 21:35:00,10246463310,6448806456,14,up,273.239,171.968,27.324,1.4523,0
2026-02-15 21:40:00,8332203219,5916068630,23,up,222.192,157.762,22.219,2.3862,0
2026-02-15 21:45:00,9308033974,6154201637,3,up,248.214,164.112,24.821,0.3996,0
2026-02-15 21:50:00,5728574242,5296833372,17,up,152.762,141.249,15.276,1.7261,0
2026-02-15 21:55:00,8222563903,6115393577,14,up,219.268,163.077,21.927,1.4321,0
2026-02-15 22:00:00,9090860829,5694839852,6,up,242.423,151.862,24.242,0.6473,0
2026-02-15 22:05:00,7971243920,5448759966,71,up,212.567,145.3,21.257,7.1963,0
2026-02-15 22:10:00,11211462716,6528556561,5,up,298.972,174.095,29.897,0.5129,0
2026-02-15 22:15:00,7766090949,4892850377,32,up,207.096,130.476,20.71,3.2316,0
2026-02-15 22:20:00,6215964966,6406638910,48,up,165.759,170.844,16.576,4.8445,1
2026-02-15 22:25:00,9522083149,6492830016,77,up,253.922,173.142,25.392,7.7762,0
2026-02-15 22:30:00,10996432450,5366656553,50,up,293.238,143.111,29.324,5.0438,0
2026-02-15 22:35:00,7759655079,5409363507,6,up,206.924,144.25,20.692,0.62,0
2026-02-15 22:40:00,7478491454,5839421509,36,up,199.426,155.718,19.943,3.6844,1
2026-02-15 22:45:00,9386512193,6203066071,10,up,250.307,165.415,25.031,1.036,0
2026-02-15 22:50:00,8270802767,5889944405,81,up,220.555,157.065,22.055,8.1797,0
2026-02-15 22:55:00,9894866408,6312164971,39,up,263.863,168.324,26.386,3.9511,0
2026-02-15 23:00:00,9598942157,7269345349,49,up,255.972,193.849,25.597,4.9228,0
2026-02-15 23:05:00,8699756013,5634443926,2,up,231.993,150.252,23.199,0.2844,0
2026-02-15 23:10:00,9453527345,4765070421,27,up,252.094,127.069,25.209,2.7971,0
2026-02-15 23:15:00,8941522203,6594664979,55,up,238.441,175.858,23.844,5.5077,0
2026-02-15 23:20:00,9502707013,7211986494,63,up,253.406,192.32,25.341,6.3281,0
2026-02-15 23:25:00,10119897008,6282793221,0,up,269.864,167.541,26.986,0.093,0
2026-02-15 23:30:00,11159268918,5216820953,89,up,297.581,139.115,29.758,8.9584,0
2026-02-15 23:35:00,7982457563,5910797498,1,up,212.866,157.621,21.287,0.1418,0
2026-02-15 23:40:00,11774662546,5194663091,30,up,313.991,138.524,31.399,3.0504,0
2026-02-15 23:45:00,7178901225,6462855955,37,up,191.437,172.343,19.144,3.7829,0
2026-02-15 23:50:00,9204241768,5027070910,3,up,245.446,134.055,24.545,0.3634,0
2026-02-15 23:55:00,10036856857,5783907273,1,up,267.65,154.238,26.765,0.1574,0
2026-02-16 00:00:00,9691115851,5276876765,49,up,258.43,140.717,25.843,4.9175,0
2026-02-16 00:05:00,8674463040,6091313773,15,up,231.319,162.435,23.132,1.5539,0
2026-02-16 00:10:00,9140862468,5736233992,3,up,243.756,152.966,24.376,0.3625,0
2026-02-16 00:15:00,8820373948,6127268714,46,up,235.21,163.394,23.521,4.6025,0
2026-02-16 00:20:00,8711964648,6016092399,60,up,232.319,160.429,23.232,6.053,0
2026-02-16 00:25:00,10330802359,5289605500,28,up,275.488,141.056,27.549,2.8328,0
2026-02-16 00:30:00,9776642421,6451351485,5,up,260.71,172.036,26.071,0.5626,0
2026-02-16 00:35:00,8595476705,5964888730,0,up,229.213,159.064,22.921,0.0491,0
2026-02-16 00:40:00,10387049859,5288259114,38,up,276.988,141.02,27.699,3.8613,0
2026-02-16 00:45:00,9720711960,7613467120,25,up,259.219,203.026,25.922,2.5562,0
2026-02-16 00:50:00,10289469883,6343029720,33,up,274.386,169.147,27.439,3.3667,0
2026-02-16 00:55:00,10083332447,5889652401,53,up,268.889,157.057,26.889,5.3684,0
2026-02-16 01:00:00,5909666428,7018947259,62,up,157.591,187.172,15.759,6.2003,1
