timestamp,latency_ms,jitter_ms,packet_loss_pct,label_degradation
2024-01-01 03:05:00,4.69,1.31,0.0229,0
2024-01-01 03:10:00,5.03,1.31,0.0307,0
2024-01-01 03:15:00,5.81,0.92,0.0575,0
2024-01-01 03:20:00,6.1,1.02,0.0267,0
2024-01-01 03:25:00,5.83,1.27,0.0422,0
2024-01-01 03:30:00,5.71,0.92,0.089,0
2024-01-01 03:35:00,5.64,1.43,0.0345,0
2024-01-01 03:40:00,5.07,1.44,0.027,0
2024-01-01 03:45:00,5.47,1.34,0.0108,0
2024-01-01 03:50:00,5.62,1.06,0.0194,0
2024-01-01 03:55:00,6.41,1.57,0.0267,0
2024-01-01 04:00:00,6.07,1.71,0.0419,0
2024-01-01 04:05:00,5.04,1.34,0.0215,0
2024-01-01 04:10:00,6.11,1.42,0.0744,0
2024-01-01 04:15:00,5.78,1.36,0.0163,0
2024-01-01 04:20:00,5.65,1.44,0.0373,0
2024-01-01 04:25:00,6.32,1.31,0.0209,0
2024-01-01 04:30:00,6.56,1.34,0.0233,0
2024-01-01 04:35:00,6.53,1.54,0.0424,0
2024-01-01 04:40:00,5.67,1.83,0.017,0
2024-01-01 04:45:00,5.96,1.09,0.012,0
2024-01-01 04:50:00,6.3,1.36,0.0247,0
2024-01-01 04:55:00,6.65,1.15,0.025,0
2024-01-01 05:00:00,5.95,1.71,0.0419,0
2024-01-01 05:05:00,6.12,1.29,0.079,0
2024-01-01 05:10:00,5.69,1.12,0.0111,0
2024-01-01 05:15:00,5.67,1.55,0.0279,0
2024-01-01 05:20:00,6.7,1.78,0.0329,0
2024-01-01 05:25:00,7.0,1.57,0.0951,0
2024-01-01 05:30:00,6.31,1.49,0.0672,0
2024-01-01 05:35:00,6.87,1.54,0.0349,0
2024-01-01 05:40:00,6.58,1.75,0.0248,0
2024-01-01 05:45:00,6.1,1.3,0.0135,0
2024-01-01 05:50:00,6.63,1.46,0.0197,0
2024-01-01 05:55:00,7.24,1.4,0.0276,0
2024-01-01 06:00:00,6.48,1.27,0.0358,0
2024-01-01 06:05:00,7.31,1.44,0.0302,0
2024-01-01 06:10:00,5.24,1.74,0.035,0
2024-01-01 06:15:00,6.99,1.64,0.0212,0
2024-01-01 06:20:00,6.65,1.66,0.036,0
2024-01-01 06:25:00,6.48,1.57,0.0131,0
2024-01-01 06:30:00,6.7,1.66,0.0135,0
2024-01-01 06:35:00,5.69,1.4,0.0136,0
2024-01-01 06:40:00,6.6,1.51,0.0543,0
2024-01-01 06:45:00,6.91,1.62,0.0116,0
2024-01-01 06:50:00,7.5,1.64,0.0423,0
2024-01-01 06:55:00,6.53,1.66,0.0153,0
2024-01-01 07:00:00,6.41,1.58,0.0226,0
2024-01-01 07:05:00,6.58,1.54,0.0595,0
2024-01-01 07:10:00,7.32,2.25,0.0276,0
2024-01-01 07:15:00,7.05,1.81,0.0147,0
2024-01-01 07:20:00,6.65,1.72,0.0167,0
2024-01-01 07:25:00,7.19,1.6,0.0606,0
2024-01-01 07:30:00,7.01,1.56,0.0211,0
2024-01-01 07:35:00,7.47,1.63,0.0277,0
2024-01-01 07:40:00,6.66,1.73,0.0223,0
2024-01-01 07:45:00,6.87,1.3,0.0195,0
2024-01-01 07:50:00,6.86,1.37,0.0151,0
2024-01-01 07:55:00,6.35,1.57,0.0332,0
2024-01-01 08:00:00,7.25,1.74,0.0353,0
2024-01-01 08:05:00,7.25,1.66,0.0164,0
2024-01-01 08:10:00,7.15,2.01,0.0411,0
2024-01-01 08:15:00,7.05,1.43,0.0486,0
2024-01-01 08:20:00,6.48,1.58,0.0607,0
2024-01-01 08:25:00,7.0,2.04,0.0135,0
2024-01-01 08:30:00,7.06,1.77,0.0172,0
2024-01-01 08:35:00,6.85,1.93,0.0494,0
2024-01-01 08:40:00,7.19,2.17,0.0144,0
2024-01-01 08:45:00,7.49,1.62,0.0101,0
2024-01-01 08:50:00,8.25,1.75,0.0509,0
2024-01-01 08:55:00,7.42,1.72,0.0179,0
2024-01-01 09:00:00,7.48,1.39,0.0207,0
2024-01-01 09:05:00,7.33,1.73,0.0218,0
2024-01-01 09:10:00,6.43,1.97,0.0477,0
2024-01-01 09:15:00,7.39,1.91,0.0182,0
2024-01-01 09:20:00,7.45,1.93,0.0546,0
2024-01-01 09:25:00,8.67,1.74,0.0292,0
2024-01-01 09:30:00,7.36,1.69,0.025,0
2024-01-01 09:35:00,7.62,2.08,0.0179,0
2024-01-01 09:40:00,7.47,1.73,0.0156,0
2024-01-01 09:45:00,6.91,1.89,0.0296,0
2024-01-01 09:50:00,8.08,1.87,0.0218,0
2024-01-01 09:55:00,7.9,2.13,0.0583,0
2024-01-01 10:00:00,7.93,2.04,0.0235,0
2024-01-01 10:05:00,7.1,1.59,0.0243,0
2024-01-01 10:10:00,8.27,1.62,0.0208,0
2024-01-01 10:15:00,6.88,1.97,0.0411,0
2024-01-01 10:20:00,7.88,1.85,0.0211,0
2024-01-01 10:25:00,8.69,1.78,0.0163,0
2024-01-01 10:30:00,7.11,2.07,0.0496,0
2024-01-01 10:35:00,7.34,1.91,0.0282,0
2024-01-01 10:40:00,7.68,1.89,0.0279,0
2024-01-01 10:45:00,7.38,2.03,0.0289,0
2024-01-01 10:50:00,6.87,1.81,0.0354,0
2024-01-01 10:55:00,7.69,2.2,0.0175,0
2024-01-01 11:00:00,7.13,1.73,0.0107,0
2024-01-01 11:05:00,7.9,2.02,0.0433,0
2024-01-01 11:10:00,7.21,2.18,0.0128,0
2024-01-01 11:15:00,8.45,1.62,0.0356,0
2024-01-01 11:20:00,7.29,1.83,0.0117,0
2024-01-01 11:25:00,7.53,2.12,0.0194,0
2024-01-01 11:30:00,8.1,2.13,0.0113,0
2024-01-01 11:35:00,7.08,1.86,0.0248,0
2024-01-01 11:40:00,7.81,1.75,0.0312,0
2024-01-01 11:45:00,8.35,2.09,0.0138,0
2024-01-01 11:50:00,6.9,2.14,0.0193,0
2024-01-01 11:55:00,7.79,1.67,0.0633,0
2024-01-01 12:00:00,7.83,1.66,0.0217,0
2024-01-01 12:05:00,8.09,1.94,0.0424,0
2024-01-01 12:10:00,7.08,2.03,0.0624,0
2024-01-01 12:15:00,7.04,1.84,0.0833,0
2024-01-01 12:20:00,7.96,2.03,0.0557,0
2024-01-01 12:25:00,7.84,1.76,0.0176,0
2024-01-01 12:30:00,7.81,1.47,0.0757,0
2024-01-01 12:35:00,7.86,1.81,0.0435,0
2024-01-01 12:40:00,7.34,1.91,0.0463,0
2024-01-01 12:45:00,7.79,1.84,0.0103,0
2024-01-01 12:50:00,7.82,1.66,0.0717,0
2024-01-01 12:55:00,7.31,1.53,0.0401,0
2024-01-01 13:00:00,8.59,1.78,0.0392,0
2024-01-01 13:05:00,7.89,2.06,0.0117,0
2024-01-01 13:10:00,7.05,2.13,0.0153,0
2024-01-01 13:15:00,7.96,2.12,0.0755,0
2024-01-01 13:20:00,7.14,1.71,0.0239,0
2024-01-01 13:25:00,8.01,1.64,0.0201,0
2024-01-01 13:30:00,8.19,1.97,0.0466,0
2024-01-01 13:35:00,7.19,1.99,0.0118,0
2024-01-01 13:40:00,8.07,1.94,0.0208,0
2024-01-01 13:45:00,7.78,1.46,0.0194,0
2024-01-01 13:50:00,7.98,1.68,0.0186,0
2024-01-01 13:55:00,8.5,1.84,0.0174,0
2024-01-01 14:00:00,7.42,1.94,0.0147,0
2024-01-01 14:05:00,7.15,2.0,0.0138,0
2024-01-01 14:10:00,7.07,1.87,0.0305,0
2024-01-01 14:15:00,7.09,1.9,0.0604,0
2024-01-01 14:20:00,7.44,1.84,0.0242,0
2024-01-01 14:25:00,7.64,1.96,0.0171,0
2024-01-01 14:30:00,7.59,1.88,0.0135,0
2024-01-01 14:35:00,7.85,1.83,0.0455,0
2024-01-01 14:40:00,7.43,1.75,0.0812,0
2024-01-01 14:45:00,8.13,1.82,0.0186,0
2024-01-01 14:50:00,7.25,1.89,0.0169,0
2024-01-01 14:55:00,8.73,1.84,0.0284,0
2024-01-01 15:00:00,7.66,1.86,0.0399,0
2024-01-01 15:05:00,6.9,2.05,0.0222,0
2024-01-01 15:10:00,6.78,1.82,0.0299,0
2024-01-01 15:15:00,7.53,1.63,0.0352,0
2024-01-01 15:20:00,7.16,1.93,0.0747,0
2024-01-01 15:25:00,7.61,1.48,0.0136,0
2024-01-01 15:30:00,7.47,1.53,0.1289,0
2024-01-01 15:35:00,7.17,1.8,0.02,0
2024-01-01 15:40:00,6.76,1.83,0.0357,0
2024-01-01 15:45:00,6.41,1.47,0.027,0
2024-01-01 15:50:00,6.92,1.64,0.0233,0
2024-01-01 15:55:00,7.55,1.59,0.034,0
2024-01-01 16:00:00,7.21,1.6,0.0201,0
2024-01-01 16:05:00,6.45,1.88,0.0127,0
2024-01-01 16:10:00,7.14,1.83,0.0234,0
2024-01-01 16:15:00,7.22,1.67,0.0248,0
2024-01-01 16:20:00,6.57,1.56,0.0145,0
2024-01-01 16:25:00,7.06,1.39,0.0649,0
2024-01-01 16:30:00,6.99,1.94,0.0152,0
2024-01-01 16:35:00,6.36,1.76,0.0205,0
2024-01-01 16:40:00,7.09,1.5,0.0134,0
2024-01-01 16:45:00,7.17,1.77,0.0253,0
2024-01-01 16:50:00,7.4,1.61,0.0174,0
2024-01-01 16:55:00,7.36,1.55,0.0234,0
2024-01-01 17:00:00,6.12,1.69,0.0151,0
2024-01-01 17:05:00,6.32,1.45,0.0111,0
2024-01-01 17:10:00,7.02,1.52,0.0402,0
2024-01-01 17:15:00,6.99,1.6,0.0305,0
2024-01-01 17:20:00,6.97,1.47,0.0183,0
2024-01-01 17:25:00,8.61,1.69,0.011,0
2024-01-01 17:30:00,6.94,1.93,0.0501,0
2024-01-01 17:35:00,7.2,1.39,0.0137,0
2024-01-01 17:40:00,7.08,1.2,0.0634,0
2024-01-01 17:45:00,6.9,1.13,0.023,0
2024-01-01 17:50:00,6.39,1.49,0.0183,0
2024-01-01 17:55:00,6.91,1.38,0.0371,0
2024-01-01 18:00:00,6.11,1.54,0.0519,0
2024-01-01 18:05:00,6.36,1.52,0.0193,0
2024-01-01 18:10:00,6.2,1.16,0.0205,0
2024-01-01 18:15:00,6.46,1.11,0.0214,0
2024-01-01 18:20:00,7.55,1.52,0.0611,0
2024-01-01 18:25:00,5.44,1.48,0.0336,0
2024-01-01 18:30:00,6.69,1.36,0.0157,0
2024-01-01 18:35:00,5.51,1.11,0.0141,0
2024-01-01 18:40:00,6.06,1.52,0.0152,0
2024-01-01 18:45:00,6.81,1.68,0.0161,0
2024-01-01 18:50:00,6.27,1.47,0.0152,0
2024-01-01 18:55:00,5.68,1.24,0.0315,0
2024-01-01 19:00:00,5.83,1.41,0.0125,0
2024-01-01 19:05:00,6.5,1.11,0.0198,0
2024-01-01 19:10:00,5.77,1.59,0.0296,0
2024-01-01 19:15:00,6.22,1.39,0.0169,0
2024-01-01 19:20:00,6.11,1.01,0.0114,0
2024-01-01 19:25:00,5.74,1.29,0.0117,0
2024-01-01 19:30:00,7.11,1.44,0.0127,0
2024-01-01 19:35:00,6.33,1.27,0.0461,0
2024-01-01 19:40:00,4.98,1.28,0.0315,0
2024-01-01 19:45:00,6.06,1.08,0.0113,0
2024-01-01 19:50:00,5.62,1.43,0.0199,0
2024-01-01 19:55:00,6.35,1.18,0.0165,0
2024-01-01 20:00:00,5.5,0.87,0.0273,0
2024-01-01 20:05:00,5.82,1.22,0.0248,0
2024-01-01 20:10:00,6.11,1.48,0.0231,0
2024-01-01 20:15:00,6.27,1.2,0.0176,0
2024-01-01 20:20:00,5.21,1.62,0.013,0
2024-01-01 20:25:00,5.62,1.35,0.0371,0
2024-01-01 20:30:00,5.53,1.32,0.0524,0
2024-01-01 20:35:00,5.42,1.22,0.0677,0
2024-01-01 20:40:00,6.61,1.23,0.0112,0
2024-01-01 20:45:00,5.91,1.18,0.0369,0
2024-01-01 20:50:00,5.06,1.17,0.0359,0
2024-01-01 20:55:00,6.13,1.33,0.0688,0
2024-01-01 21:00:00,6.71,1.03,0.0158,0
2024-01-01 21:05:00,6.15,1.0,0.0371,0
2024-01-01 21:10:00,4.86,0.98,0.0111,0
2024-01-01 21:15:00,5.36,1.61,0.03,0
2024-01-01 21:20:00,6.21,1.3,0.0186,0
2024-01-01 21:25:00,5.21,1.25,0.0393,0
2024-01-01 21:30:00,5.77,0.97,0.0498,0
2024-01-01 21:35:00,5.92,1.3,0.0191,0
2024-01-01 21:40:00,5.05,1.15,0.0249,0
2024-01-01 21:45:00,5.47,1.21,0.0125,0
2024-01-01 21:50:00,3.87,0.97,0.0208,0
2024-01-01 21:55:00,4.96,1.19,0.019,0
2024-01-01 22:00:00,5.33,1.07,0.014,0
2024-01-01 22:05:00,4.82,1.0,0.055,0
2024-01-01 22:10:00,6.25,1.29,0.0132,0
2024-01-01 22:15:00,4.71,0.83,0.0302,0
2024-01-01 22:20:00,5.19,1.25,0.0542,0
2024-01-01 22:25:00,5.47,1.27,0.0586,0
2024-01-01 22:30:00,6.11,0.95,0.0415,0
2024-01-01 22:35:00,4.66,0.96,0.0139,0
2024-01-01 22:40:00,5.95,1.08,0.044,0
2024-01-01 22:45:00,5.37,1.18,0.0165,0
2024-01-01 22:50:00,4.86,1.09,0.0611,0
2024-01-01 22:55:00,5.58,1.2,0.0347,0
2024-01-01 23:00:00,5.44,1.47,0.0408,0
2024-01-01 23:05:00,5.03,1.01,0.0118,0
2024-01-01 23:10:00,5.36,0.77,0.0275,0
2024-01-01 23:15:00,5.13,1.27,0.0444,0
2024-01-01 23:20:00,5.37,1.44,0.0496,0
2024-01-01 23:25:00,5.65,1.18,0.0106,0
2024-01-01 23:30:00,6.1,0.89,0.066,0
2024-01-01 23:35:00,4.69,1.08,0.0109,0
2024-01-01 23:40:00,6.37,0.88,0.0291,0
2024-01-01 23:45:00,4.33,1.23,0.0336,0
2024-01-01 23:50:00,5.23,0.83,0.0123,0
2024-01-01 23:55:00,5.59,1.04,0.011,0
2024-01-02 00:00:00,5.44,0.9,0.0407,0
2024-01-02 00:05:00,4.99,1.13,0.0197,0
2024-01-02 00:10:00,5.2,1.03,0.0123,0
2024-01-02 00:15:00,5.06,1.14,0.0388,0
2024-01-02 00:20:00,5.01,1.11,0.0478,0
2024-01-02 00:25:00,5.73,0.91,0.0277,0
2024-01-02 00:30:00,5.49,1.23,0.0135,0
2024-01-02 00:35:00,4.97,1.09,0.0103,0
2024-01-02 00:40:00,5.77,0.91,0.0341,0
2024-01-02 00:45:00,5.48,1.56,0.026,0
2024-01-02 00:50:00,5.73,1.2,0.031,0
2024-01-02 00:55:00,5.65,1.08,0.0436,0
2024-01-02 01:00:00,4.93,1.4,0.0214,0
2024-01-02 01:05:00,5.07,1.48,0.0127,0
2024-01-02 01:10:00,5.73,1.09,0.0663,0
2024-01-02 01:15:00,5.67,1.19,0.0258,0
2024-01-02 01:20:00,5.36,0.93,0.0291,0
2024-01-02 01:25:00,5.44,1.1,0.0642,0
2024-01-02 01:30:00,6.03,1.09,0.0636,0
2024-01-02 01:35:00,5.11,1.17,0.027,0
2024-01-02 01:40:00,5.69,1.2,0.0171,0
2024-01-02 01:45:00,5.32,1.25,0.127,0
2024-01-02 01:50:00,5.33,1.19,0.0328,0
2024-01-02 01:55:00,6.0,0.91,0.0205,0
2024-01-02 02:00:00,5.87,0.97,0.0264,0
2024-01-02 02:05:00,5.88,1.05,0.0208,0
2024-01-02 02:10:00,6.14,1.11,0.0538,0
2024-01-02 02:15:00,5.51,1.38,0.0232,0
2024-01-02 02:20:00,5.86,0.94,0.0447,0
2024-01-02 02:25:00,5.38,1.11,0.0467,0
2024-01-02 02:30:00,5.71,1.37,0.0448,0
2024-01-02 02:35:00,5.5,1.13,0.0356,0
2024-01-02 02:40:00,5.63,1.29,0.0486,0
2024-01-02 02:45:00,5.9,1.17,0.0198,0
2024-01-02 02:50:00,5.21,1.26,0.0124,0
2024-01-02 02:55:00,6.68,1.17,0.047,0
2024-01-02 03:00:00,5.15,1.35,0.0238,0
2024-01-02 03:05:00,5.06,0.91,0.0127,0
2024-01-02 03:10:00,6.27,1.16,0.0125,0
2024-01-02 03:15:00,6.1,1.3,0.0135,0
2024-01-02 03:20:00,6.04,1.35,0.0378,0
2024-01-02 03:25:00,6.06,1.55,0.0348,0
2024-01-02 03:30:00,5.76,1.18,0.0146,0
2024-01-02 03:35:00,5.34,1.56,0.0475,0
2024-01-02 03:40:00,5.85,1.14,0.0166,0
2024-01-02 03:45:00,5.49,1.54,0.0415,0
2024-01-02 03:50:00,6.34,1.45,0.0234,0
2024-01-02 03:55:00,5.8,1.11,0.0363,0
2024-01-02 04:00:00,5.49,1.36,0.0196,0
2024-01-02 04:05:00,5.76,1.3,0.0185,0
2024-01-02 04:10:00,6.15,1.44,0.0468,0
2024-01-02 04:15:00,5.69,1.28,0.0107,0
2024-01-02 04:20:00,5.58,1.27,0.0836,0
2024-01-02 04:25:00,6.14,1.61,0.0309,0
2024-01-02 04:30:00,6.16,1.33,0.0213,0
2024-01-02 04:35:00,5.81,1.52,0.0298,0
2024-01-02 04:40:00,5.85,1.32,0.0126,0
2024-01-02 04:45:00,6.23,1.7,0.0244,0
2024-01-02 04:50:00,5.42,1.24,0.0941,0
2024-01-02 04:55:00,5.46,1.27,0.0154,0
2024-01-02 05:00:00,5.83,1.7,0.0356,0
2024-01-02 05:05:00,6.11,1.32,0.0214,0
2024-01-02 05:10:00,6.4,1.73,0.0311,0
2024-01-02 05:15:00,7.0,1.6,0.0146,0
2024-01-02 05:20:00,6.72,1.4,0.0227,0
2024-01-02 05:25:00,6.24,1.08,0.0883,0
2024-01-02 05:30:00,6.33,1.44,0.0143,0
2024-01-02 05:35:00,5.87,1.48,0.0302,0
2024-01-02 05:40:00,6.39,1.7,0.0271,0
2024-01-02 05:45:00,6.28,1.79,0.0267,0
2024-01-02 05:50:00,6.61,1.35,0.0291,0
2024-01-02 05:55:00,6.06,1.65,0.024,0
2024-01-02 06:00:00,6.76,1.65,0.0103,0
2024-01-02 06:05:00,7.29,1.72,0.0561,0
2024-01-02 06:10:00,6.5,1.62,0.0451,0
2024-01-02 06:15:00,6.78,1.14,0.0138,0
2024-01-02 06:20:00,6.95,1.5,0.0207,0
2024-01-02 06:25:00,6.43,1.31,0.0394,0
2024-01-02 06:30:00,6.77,1.51,0.0883,0
2024-01-02 06:35:00,6.69,1.76,0.0704,0
2024-01-02 06:40:00,6.76,1.63,0.0559,0
2024-01-02 06:45:00,6.35,1.81,0.0134,0
2024-01-02 06:50:00,6.77,1.65,0.0592,0
2024-01-02 06:55:00,7.03,1.34,0.0521,0
2024-01-02 07:00:00,7.54,1.1,0.0195,0
2024-01-02 07:05:00,7.32,1.64,0.02,0
2024-01-02 07:10:00,7.94,1.58,0.0223,0
2024-01-02 07:15:00,6.5,1.43,0.0314,0
2024-01-02 07:20:00,7.35,1.3,0.016,0
2024-01-02 07:25:00,7.03,1.5,0.0105,0
2024-01-02 07:30:00,8.05,1.61,0.013,0
2024-01-02 07:35:00,6.58,1.79,0.0216,0
2024-01-02 07:40:00,6.59,1.71,0.0166,0
2024-01-02 07:45:00,6.73,2.0,0.0389,0
2024-01-02 07:50:00,5.99,1.48,0.0123,0
2024-01-02 07:55:00,6.81,1.87,0.0599,0
2024-01-02 08:00:00,6.72,1.71,0.0551,0
2024-01-02 08:05:00,7.2,1.85,0.0579,0
2024-01-02 08:10:00,7.32,1.63,0.0369,0
2024-01-02 08:15:00,8.1,1.94,0.0123,0
2024-01-02 08:20:00,7.66,1.79,0.0215,0
2024-01-02 08:25:00,6.92,1.6,0.0128,0
2024-01-02 08:30:00,6.78,1.74,0.098,0
2024-01-02 08:35:00,7.5,1.7,0.0181,0
2024-01-02 08:40:00,6.61,1.85,0.0276,0
2024-01-02 08:45:00,8.21,1.53,0.0402,0
2024-01-02 08:50:00,7.9,1.76,0.0607,0
2024-01-02 08:55:00,7.1,1.86,0.0382,0
2024-01-02 09:00:00,6.49,1.79,0.0324,0
2024-01-02 09:05:00,8.04,2.06,0.0225,0
2024-01-02 09:10:00,7.33,1.95,0.0286,0
2024-01-02 09:15:00,8.02,1.8,0.012,0
2024-01-02 09:20:00,6.62,1.85,0.0531,0
2024-01-02 09:25:00,7.14,1.87,0.0257,0
2024-01-02 09:30:00,7.45,1.9,0.0108,0
2024-01-02 09:35:00,7.49,1.46,0.0605,0
2024-01-02 09:40:00,7.26,1.77,0.0234,0
2024-01-02 09:45:00,7.81,1.54,0.0506,0
2024-01-02 09:50:00,6.98,2.09,0.0489,0
2024-01-02 09:55:00,7.45,1.83,0.0438,0
2024-01-02 10:00:00,7.6,1.81,0.0113,0
2024-01-02 10:05:00,7.81,2.03,0.0157,0
2024-01-02 10:10:00,7.92,1.94,0.0517,0
2024-01-02 10:15:00,7.01,1.63,0.0559,0
2024-01-02 10:20:00,6.82,1.85,0.0223,0
2024-01-02 10:25:00,8.24,1.8,0.0216,0
2024-01-02 10:30:00,7.77,1.52,0.0139,0
2024-01-02 10:35:00,7.24,1.73,0.0791,0
2024-01-02 10:40:00,8.4,1.84,0.0148,0
2024-01-02 10:45:00,7.69,1.86,0.0142,0
2024-01-02 10:50:00,8.23,1.59,0.0316,0
2024-01-02 10:55:00,7.69,2.11,0.0156,0
2024-01-02 11:00:00,8.69,1.87,0.0659,0
2024-01-02 11:05:00,8.54,1.9,0.0102,0
2024-01-02 11:10:00,7.55,1.97,0.0101,0
2024-01-02 11:15:00,8.16,1.73,0.0241,0
2024-01-02 11:20:00,8.0,1.99,0.0234,0
2024-01-02 11:25:00,8.37,1.82,0.0136,0
2024-01-02 11:30:00,7.21,1.72,0.0236,0
2024-01-02 11:35:00,8.04,2.01,0.0206,0
2024-01-02 11:40:00,8.22,2.2,0.0542,0
2024-01-02 11:45:00,6.82,2.04,0.0102,0
2024-01-02 11:50:00,7.11,2.08,0.0848,0
2024-01-02 11:55:00,6.68,1.8,0.0296,0
2024-01-02 12:00:00,7.57,1.58,0.0133,0
2024-01-02 12:05:00,8.06,2.2,0.011,0
2024-01-02 12:10:00,8.45,2.31,0.0254,0
2024-01-02 12:15:00,7.73,2.21,0.0154,0
2024-01-02 12:20:00,8.51,1.83,0.0172,0
2024-01-02 12:25:00,7.0,1.67,0.0156,0
2024-01-02 12:30:00,6.84,1.68,0.031,0
2024-01-02 12:35:00,7.66,1.56,0.0261,0
2024-01-02 12:40:00,7.87,1.87,0.0116,0
2024-01-02 12:45:00,7.66,2.21,0.025,0
2024-01-02 12:50:00,6.64,1.86,0.0413,0
2024-01-02 12:55:00,7.62,1.95,0.0117,0
2024-01-02 13:00:00,7.01,2.16,0.0541,0
2024-01-02 13:05:00,7.99,1.8,0.0273,0
2024-01-02 13:10:00,7.83,2.29,0.0702,0
2024-01-02 13:15:00,7.17,2.28,0.0132,0
2024-01-02 13:20:00,7.37,1.85,0.1109,0
2024-01-02 13:25:00,7.09,1.76,0.0307,0
2024-01-02 13:30:00,7.58,2.01,0.0268,0
2024-01-02 13:35:00,8.08,1.8,0.0245,0
2024-01-02 13:40:00,7.09,1.63,0.0105,0
2024-01-02 13:45:00,7.83,2.11,0.0661,0
2024-01-02 13:50:00,7.3,2.1,0.0307,0
2024-01-02 13:55:00,7.16,1.88,0.0119,0
2024-01-02 14:00:00,7.49,1.59,0.0104,0
2024-01-02 14:05:00,7.01,1.6,0.011,0
2024-01-02 14:10:00,7.24,1.86,0.0288,0
2024-01-02 14:15:00,6.9,1.73,0.029,0
2024-01-02 14:20:00,8.47,1.76,0.0238,0
2024-01-02 14:25:00,7.49,2.03,0.0173,0
2024-01-02 14:30:00,7.1,1.96,0.0252,0
2024-01-02 14:35:00,7.54,2.09,0.0245,0
2024-01-02 14:40:00,7.36,1.61,0.0104,0
2024-01-02 14:45:00,7.29,1.73,0.0166,0
2024-01-02 14:50:00,7.69,1.95,0.0111,0
2024-01-02 14:55:00,7.75,1.88,0.0561,0
2024-01-02 15:00:00,7.08,2.09,0.0358,0
2024-01-02 15:05:00,7.04,1.86,0.121,0
2024-01-02 15:10:00,7.17,2.14,0.0172,0
2024-01-02 15:15:00,6.14,1.87,0.0522,0
2024-01-02 15:20:00,6.51,1.97,0.0285,0
2024-01-02 15:25:00,7.93,1.69,0.0221,0
2024-01-02 15:30:00,8.05,1.75,0.015,0
2024-01-02 15:35:00,7.09,1.92,0.0368,0
2024-01-02 15:40:00,7.48,2.05,0.0569,0
2024-01-02 15:45:00,7.32,1.87,0.0154,0
2024-01-02 15:50:00,8.68,1.7,0.0139,0
2024-01-02 15:55:00,7.68,1.98,0.0338,0
2024-01-02 16:00:00,7.04,1.26,0.0854,0
2024-01-02 16:05:00,6.6,1.41,0.0377,0
2024-01-02 16:10:00,6.25,1.82,0.0167,0
2024-01-02 16:15:00,7.13,1.68,0.0209,0
2024-01-02 16:20:00,6.63,1.79,0.0197,0
2024-01-02 16:25:00,6.27,1.67,0.0482,0
2024-01-02 16:30:00,6.64,1.77,0.0395,0
2024-01-02 16:35:00,6.39,1.48,0.0278,0
2024-01-02 16:40:00,7.75,1.75,0.0164,0
2024-01-02 16:45:00,7.33,1.83,0.0656,0
2024-01-02 16:50:00,6.86,1.86,0.0312,0
2024-01-02 16:55:00,7.58,2.01,0.0805,0
2024-01-02 17:00:00,6.85,1.65,0.0274,0
2024-01-02 17:05:00,6.35,1.65,0.0444,0
2024-01-02 17:10:00,7.52,1.28,0.0435,0
2024-01-02 17:15:00,7.0,1.47,0.0182,0
2024-01-02 17:20:00,6.19,1.53,0.0765,0
2024-01-02 17:25:00,6.59,1.77,0.0104,0
2024-01-02 17:30:00,6.22,1.43,0.0393,0
