timestamp,debit_rx_mbps,debit_tx_mbps,utilization_pct,error_rate_pct,label_anomaly,ifInOctets_bytes,ifOutOctets_bytes,ifInErrors,ifOutErrors
2025-11-17 17:20:00,0.1932,0.1885,14.314732950876008,6.3e-05,0,7246082,7068650,7,2
2025-11-17 17:25:00,0.2813,0.1677,16.839270579814944,2.4e-05,0,10550398,6288872,2,2
2025-11-17 17:30:00,0.2158,0.113,12.32804222391244,4.1e-05,0,8091095,4236946,4,1
2025-11-17 17:35:00,0.2207,0.1818,15.093005165157605,2.7e-05,0,8276269,6816735,3,1
2025-11-17 17:40:00,0.2239,0.1437,13.784291969629177,1.5e-05,0,8396899,5387392,0,2
2025-11-17 17:45:00,0.2572,0.1439,15.042029394367102,1.3e-05,0,9645990,5396039,1,1
2025-11-17 17:50:00,0.2872,0.1993,18.24311883887864,2.2e-05,0,10770582,7472536,3,1
2025-11-17 17:55:00,0.2544,0.1551,15.353304129875427,2e-05,0,9538812,5814491,2,1
2025-11-17 18:00:00,0.2916,0.1473,16.45922716957452,1.8e-05,0,10933852,5525374,2,1
2025-11-17 18:05:00,0.2956,0.1709,17.494837533047104,1.1e-05,0,11086377,6408460,1,1
2025-11-17 18:10:00,0.2246,0.1359,13.518318831979077,5.9e-05,0,8422414,5095904,3,5
2025-11-17 18:15:00,0.255,0.1781,16.24050537059001,3.1e-05,0,9561447,6679058,2,3
2025-11-17 18:20:00,0.2778,0.1441,15.821254970792644,3.8e-05,0,10416373,5404881,4,2
2025-11-17 18:25:00,0.2721,0.1522,15.913522225880197,3.8e-05,0,10205408,5708113,3,3
2025-11-17 18:30:00,0.2473,0.1917,16.46287672319042,1.8e-05,0,9272906,7189970,2,1
2025-11-17 18:35:00,0.3056,0.1808,18.241528644612863,3.3e-05,0,11460557,6780971,4,2
2025-11-17 18:40:00,0.2337,0.152,14.46211852195114,1.4e-05,0,8762324,5699793,2,0
2025-11-17 18:45:00,0.2346,0.1743,15.334477877668752,3.3e-05,0,8796780,6537697,2,3
2025-11-17 18:50:00,0.2578,0.1408,14.945995657751167,6.7e-05,0,9667021,5278973,7,3
2025-11-17 18:55:00,0.2369,0.1722,15.341439761132438,3.3e-05,0,8882654,6458785,5,0
2025-11-17 19:00:00,0.2035,0.1923,14.845180629600838,6.7e-05,0,7632712,7212467,7,3
2025-11-17 19:05:00,0.2873,0.2028,18.37688704741688,2.7e-05,0,10773138,7603748,2,3
2025-11-17 19:10:00,0.2452,0.1777,15.85749953856133,1.3e-05,0,9195614,6661885,1,1
2025-11-17 19:15:00,0.2829,0.1892,17.70445522538874,2.3e-05,0,10609490,7094964,2,2
2025-11-17 19:20:00,0.2918,0.1746,17.490470862322702,4e-05,0,10943309,6547161,5,2
2025-11-17 19:25:00,0.196,0.172,13.799582475671976,4.3e-05,0,7348901,6450680,3,3
2025-11-17 19:30:00,0.267,0.1544,15.80102006416494,6.3e-05,0,10011711,5789308,4,6
2025-11-17 19:35:00,0.2256,0.1666,14.707880543058256,3.4e-05,0,8459848,6248031,4,1
2025-11-17 19:40:00,0.2554,0.1305,14.47227869105227,2.8e-05,0,9576955,4895323,3,1
2025-11-17 19:45:00,0.2699,0.2047,17.79759822552023,2.2e-05,0,10122940,7674657,1,3
2025-11-17 19:50:00,0.2166,0.1847,15.05036321981951,3.3e-05,0,8122634,6927728,4,1
2025-11-17 19:55:00,0.2063,0.1974,15.139688150135624,4e-05,0,7737609,7402078,4,2
2025-11-17 20:00:00,0.2454,0.1758,15.796722456990794,6.3e-05,0,9202427,6594295,6,4
2025-11-17 20:05:00,0.2328,0.1144,13.020843981560208,3.8e-05,0,8729744,4291099,4,1
2025-11-17 20:10:00,0.2248,0.1702,14.81177116716767,4.1e-05,0,8429421,6382349,6,0
2025-11-17 20:15:00,0.2585,0.1842,16.598704095556148,2.4e-05,0,9693059,6905644,3,1
2025-11-17 20:20:00,0.2391,0.1544,14.755044669364077,4.1e-05,0,8966054,5788990,4,2
2025-11-17 20:25:00,0.2644,0.1731,16.408567316510272,3e-05,0,9915543,6493023,3,2
2025-11-17 20:30:00,0.2707,0.134,15.174971431771947,2.6e-05,0,10150433,5024537,4,0
2025-11-17 20:35:00,0.2179,0.1633,14.292651641954029,3.5e-05,0,8170556,6122095,3,2
2025-11-17 20:40:00,0.2243,0.097,12.048741622455776,3.3e-05,0,8410114,3638626,1,3
2025-11-17 20:45:00,0.2573,0.2038,17.289713543862472,2.9e-05,0,9648030,7641682,3,2
2025-11-17 20:50:00,0.2544,0.1842,16.449660717776172,4.3e-05,0,9541712,6907948,5,2
2025-11-17 20:55:00,0.2517,0.1732,15.931496311700924,4.4e-05,0,9438062,6493433,3,4
2025-11-17 21:00:00,0.3025,0.1733,17.84220983882352,4.5e-05,0,11345289,6496920,8,0
2025-11-17 21:05:00,0.3051,0.178,18.11666071366395,1.1e-05,0,11441480,6675179,0,2
2025-11-17 21:10:00,0.1795,0.1962,14.090016496015387,3.5e-05,0,6731236,7358780,1,4
2025-11-17 21:15:00,0.2465,0.1581,15.17472416718074,2.6e-05,0,9245557,5929166,3,1
2025-11-17 21:20:00,0.2356,0.1459,14.306203387763723,2.8e-05,0,8836680,5469523,2,2
2025-11-17 21:25:00,0.2057,0.2217,16.027462340107107,3.7e-05,0,7713122,8314339,3,3
2025-11-17 21:30:00,0.181,0.1965,14.154778588412633,2.1e-05,0,6786291,7368487,2,1
2025-11-17 21:35:00,0.1568,0.1695,12.237677926343316,4.9e-05,0,5880472,6357205,4,2
2025-11-17 21:40:00,0.2323,0.1701,15.090149078622868,1.3e-05,0,8710128,6380020,1,1
2025-11-17 21:45:00,0.2251,0.1304,13.328273233963708,5.3e-05,0,8439793,4888479,5,2
2025-11-17 21:50:00,0.2517,0.2325,18.15573460607711,1.1e-05,0,9437319,8718414,2,0
2025-11-17 21:55:00,0.231,0.155,14.475167158417396,3.5e-05,0,8661635,5813531,2,3
2025-11-17 22:00:00,0.2724,0.1619,16.287052055115524,1.8e-05,0,10214756,6072295,2,1
2025-11-17 22:05:00,0.2868,0.1553,16.578899412016508,3e-05,0,10753425,5825474,4,1
2025-11-17 22:10:00,0.2144,0.1512,13.710990626231236,5.8e-05,0,8040879,5670111,6,2
2025-11-17 22:15:00,0.2201,0.1481,13.806632930524204,5.1e-05,0,8252781,5553851,5,2
2025-11-17 22:20:00,0.2939,0.1572,16.91725161558848,4.1e-05,0,11021689,5895561,6,1
2025-11-17 22:25:00,0.2079,0.1233,12.421804730982462,1.6e-05,0,7797253,4624551,0,2
2025-11-17 22:30:00,0.3094,0.1975,19.00668453221526,3.2e-05,0,11601229,7405455,3,3
2025-11-17 22:35:00,0.3235,0.1979,19.55340353706848,3.6e-05,0,12132704,7420698,6,1
2025-11-17 22:40:00,0.2282,0.1688,14.88663936257103,2e-05,0,8557971,6328668,2,1
2025-11-17 22:45:00,0.246,0.1724,15.690595234280735,1.3e-05,0,9224199,6466395,1,1
2025-11-17 22:50:00,0.2577,0.1594,15.642067087430632,2.6e-05,0,9665283,5976783,3,1
2025-11-17 22:55:00,0.1922,0.1835,14.091343882757895,5e-05,0,7208494,6882849,2,5
2025-11-17 23:00:00,0.3233,0.1578,18.0421844117036,2.2e-05,0,12123097,5919086,1,3
2025-11-17 23:05:00,0.157,0.2025,13.483569433320186,3e-05,0,5889004,7594565,2,2
2025-11-17 23:10:00,0.2397,0.1386,14.185205666416842,5.6e-05,0,8987094,5198111,5,3
2025-11-17 23:15:00,0.2273,0.1991,15.988910976650592,5.6e-05,0,8522562,7466348,5,4
2025-11-17 23:20:00,0.3212,0.1134,16.299107552110634,3.1e-05,0,12046804,4252302,4,1
2025-11-17 23:25:00,0.245,0.2476,18.47098274929528,3.8e-05,0,9187228,9283754,3,4
2025-11-17 23:30:00,0.184,0.1672,13.169627102502243,4.6e-05,0,6900264,6269362,3,3
2025-11-17 23:35:00,0.2624,0.1622,15.925112778138276,3.1e-05,0,9841718,6083394,2,3
2025-11-17 23:40:00,0.2538,0.1324,14.48039955002834,2.8e-05,0,9516791,4963607,2,2
2025-11-17 23:45:00,0.293,0.1979,18.408266771213995,2.2e-05,0,10987100,7421165,2,2
2025-11-17 23:50:00,0.1719,0.1524,12.161156348208213,4.1e-05,0,6444449,5716706,1,4
2025-11-17 23:55:00,0.2808,0.1205,15.051860837247355,2e-05,0,10531647,4520212,3,0
2025-11-18 00:00:00,0.2843,0.1703,17.046913795713557,4.7e-05,0,10662241,6384671,4,4
2025-11-18 00:05:00,0.215,0.1213,12.612839024074129,4e-05,0,8063855,4548983,2,3
2025-11-18 00:10:00,0.2042,0.1358,12.748371200138298,2.4e-05,0,7656529,5091841,3,0
2025-11-18 00:15:00,0.2152,0.1729,14.55175506040081,2.1e-05,0,8068537,6483217,3,0
2025-11-18 00:20:00,0.2839,0.1604,16.661520995951236,3e-05,0,10646486,6015034,3,2
2025-11-18 00:25:00,0.2733,0.157,16.134558584984887,3.7e-05,0,10248378,5886180,3,3
2025-11-18 00:30:00,0.2218,0.1346,13.366310153657068,3e-05,0,8317402,5048907,1,3
2025-11-18 00:35:00,0.2762,0.1654,16.558000331123527,4.2e-05,0,10356279,6201721,6,1
2025-11-18 00:40:00,0.2922,0.1595,16.94051540462195,3e-05,0,10959371,5981144,1,4
2025-11-18 00:45:00,0.2285,0.1657,14.781827267095997,1.4e-05,0,8567398,6214428,2,0
2025-11-18 00:50:00,0.288,0.125,15.485175011544634,2.6e-05,0,10799362,4685812,3,1
2025-11-18 00:55:00,0.2244,0.1724,14.88324533263598,2e-05,0,8416698,6466547,1,2
2025-11-18 01:00:00,0.2263,0.1506,14.135048925227329,7.8e-05,0,8485920,5649128,7,4
2025-11-18 01:05:00,0.2352,0.1018,12.636135700964118,1.6e-05,0,8818471,3817663,2,0
2025-11-18 01:10:00,0.2523,0.1753,16.035350547095337,3.7e-05,0,9459951,6575398,4,2
2025-11-18 01:15:00,0.1579,0.1604,11.93779829924178,4.2e-05,0,5922331,6015466,4,1
2025-11-18 01:20:00,0.198,0.1548,13.228250719195673,3.8e-05,0,7423500,5804749,2,3
2025-11-18 01:25:00,0.1464,0.1763,12.10376930931757,5.8e-05,0,5491637,6612131,5,2
2025-11-18 01:30:00,0.2655,0.1554,15.782526663213266,3.8e-05,0,9956111,5826415,5,1
2025-11-18 01:35:00,0.2906,0.1514,16.575228992435818,2.4e-05,0,10899041,5676187,3,1
2025-11-18 01:40:00,0.2984,0.1879,18.237618957616963,1.1e-05,0,11189918,7047700,1,1
2025-11-18 01:45:00,0.1615,0.1609,12.08881044521138,4.1e-05,0,6056876,6031933,2,3
2025-11-18 01:50:00,0.2421,0.1839,15.975108711485476,4.4e-05,0,9079245,6895863,4,3
2025-11-18 01:55:00,0.1926,0.171,13.63619662186073,7e-06,0,7223411,6412784,1,0
2025-11-18 02:00:00,0.1859,0.2003,14.48403557595104,3.5e-05,0,6971942,7512093,2,3
2025-11-18 02:05:00,0.2171,0.2176,16.30051161293799,1.8e-05,0,8139566,8160945,1,2
2025-11-18 02:10:00,0.188,0.1289,11.883368194861514,4.2e-05,0,7048258,4835109,2,3
2025-11-18 02:15:00,0.3218,0.1937,19.329880375128692,2.1e-05,0,12067366,7262514,2,2
2025-11-18 02:20:00,0.1807,0.1568,12.657098883694443,3.2e-05,0,6775362,5881736,2,2
2025-11-18 02:25:00,0.2002,0.1375,12.663792399869475,4.7e-05,0,7507065,5156727,5,1
2025-11-18 02:30:00,0.2328,0.1881,15.783319325482497,1.9e-05,0,8728144,7055174,2,1
2025-11-18 02:35:00,0.2418,0.1957,16.406148372959414,3e-05,0,9068298,7337849,3,2
2025-11-18 02:40:00,0.2407,0.1179,13.44726180750016,3.7e-05,0,9025746,4421515,3,2
2025-11-18 02:45:00,0.1919,0.1288,12.026784915604749,3.3e-05,0,7197951,4828833,4,0
2025-11-18 02:50:00,0.2492,0.1315,14.278498941270612,7e-05,0,9346318,4932180,9,1
2025-11-18 02:55:00,0.2505,0.156,15.24395541014413,2e-05,0,9393917,5850038,2,1
2025-11-18 03:00:00,0.2678,0.1658,16.26276645076307,1.8e-05,0,10043742,6219023,1,2
2025-11-18 03:05:00,0.2325,0.1589,14.674272194323528,5.5e-05,0,8717165,5957106,4,4
2025-11-18 03:10:00,0.2776,0.1956,17.747305667126806,1.7e-05,0,10411835,7335469,1,2
2025-11-18 03:15:00,0.182,0.1598,12.819988171186807,3.1e-05,0,6826855,5993133,4,0
2025-11-18 03:20:00,0.2919,0.1417,16.258827303569483,6e-06,0,10946173,5312653,1,0
2025-11-18 03:25:00,0.2737,0.1414,15.565276807391337,3.2e-05,0,10262454,5302822,3,2
2025-11-18 03:30:00,0.2526,0.191,16.63642273003068,4.8e-05,0,9472213,7164209,7,1
2025-11-18 03:35:00,0.2582,0.131,14.595065600411996,6.9e-05,0,9684231,4910834,5,5
2025-11-18 03:40:00,0.2786,0.1709,16.85894651758192,2.4e-05,0,10448536,6410410,3,1
2025-11-18 03:45:00,0.2737,0.1773,16.911816720026916,4.1e-05,0,10263222,6648593,2,5
2025-11-18 03:50:00,0.1979,0.1494,13.023218570626224,3.1e-05,0,7419883,5603334,2,2
2025-11-18 03:55:00,0.284,0.1247,15.325482712585575,2e-05,0,10650173,4675308,1,2
2025-11-18 04:00:00,0.2485,0.1396,14.556137024011484,4.1e-05,0,9319467,5236669,5,1
2025-11-18 04:05:00,0.2863,0.1392,15.956761855720432,3.8e-05,0,10735203,5221558,3,3
2025-11-18 04:10:00,0.2558,0.1805,16.360698964298642,4.3e-05,0,9591398,6769300,4,3
2025-11-18 04:15:00,0.2004,0.1777,14.177168764936916,2.8e-05,0,7513828,6663339,3,1
2025-11-18 04:20:00,0.196,0.1993,14.826051454514875,3.4e-05,0,7350628,7475423,3,2
2025-11-18 04:25:00,0.257,0.177,16.272998140547617,3.1e-05,0,9635885,6637112,5,0
2025-11-18 04:30:00,0.2834,0.1273,15.400435736737151,3.2e-05,0,10625741,4774694,3,2
2025-11-18 04:35:00,0.1801,0.1734,13.255708119941872,3e-05,0,6754776,6500931,2,2
2025-11-18 04:40:00,0.226,0.1826,15.325010604889272,3.9e-05,0,8476044,6848966,4,2
2025-11-18 04:45:00,0.2821,0.1438,15.97058869842082,3.8e-05,0,10578207,5392381,4,2
2025-11-18 04:50:00,0.2252,0.1299,13.316554733837172,8e-06,0,8445218,4871336,0,1
2025-11-18 04:55:00,0.3111,0.1799,18.412648073473704,2.7e-05,0,11667729,6744918,4,1
2025-11-18 05:00:00,0.2666,0.1857,16.963424132966907,2.9e-05,0,9999073,6964351,1,4
2025-11-18 05:05:00,0.2885,0.1401,16.07233876509095,1.2e-05,0,10820167,5252170,1,1
2025-11-18 05:10:00,0.2126,0.1385,13.165154978107674,4.6e-05,0,7971360,5193794,4,2
2025-11-18 05:15:00,0.3129,0.1222,16.31517144368406,4.3e-05,0,11734483,4580688,5,2
2025-11-18 05:20:00,0.2707,0.2084,17.965408997934627,3.3e-05,0,10150186,7815222,3,3
2025-11-18 05:25:00,0.2559,0.132,14.54425842761943,4.1e-05,0,9595837,4948421,4,2
2025-11-18 05:30:00,0.2719,0.1162,14.55374287893136,2.7e-05,0,10197197,4356545,3,1
2025-11-18 05:35:00,0.2528,0.1771,16.12127373110334,5.6e-05,0,9481072,6640201,8,1
2025-11-18 05:40:00,0.2968,0.093,14.615646671693955,2.7e-05,0,11128630,3487016,3,1
2025-11-18 05:45:00,0.238,0.1245,13.593820949714356,2.2e-05,0,8925388,4668432,1,2
2025-11-18 05:50:00,0.2318,0.0992,12.415107989428853,1.6e-05,0,8693254,3721853,1,1
2025-11-18 05:55:00,0.2348,0.2249,17.23884914017849,2.9e-05,0,8806615,8432233,3,2
2025-11-18 06:00:00,0.2513,0.1279,14.218632057878333,4.2e-05,0,9424068,4794563,4,2
2025-11-18 06:05:00,0.2451,0.1414,14.494676276967756,4.8e-05,0,9190898,5303777,7,0
2025-11-18 06:10:00,0.1682,0.1678,12.599148586933785,3.2e-05,0,6307102,6292046,1,3
2025-11-18 06:15:00,0.2864,0.1701,17.119683778587,2.9e-05,0,10740592,6379091,4,1
