timestamp,ifInOctets_bytes,ifOutOctets_bytes,ifInErrors,ifOutErrors,utilization_pct,label_anomaly,debit_rx_mbps,debit_tx_mbps,error_rate_pct,anomaly_flag,anomaly_score,rule_alarm,rule_detail
2025-11-17 12:20:00,5681923,3639365,0,3,9.32128945539604,0,0.1515,0.097,3.2e-05,1,0.06320355760386542,False,
2025-11-17 12:25:00,9861225,6015999,3,0,15.877225861039385,0,0.263,0.1604,1.9e-05,1,0.2563469267503955,False,
2025-11-17 12:30:00,4091213,5913576,4,2,10.004790273930263,0,0.1091,0.1577,6e-05,1,0.07330256088754339,False,
2025-11-17 12:35:00,9764570,3803144,1,1,13.567714715558926,0,0.2604,0.1014,1.5e-05,1,0.1708612102969267,False,
2025-11-17 12:40:00,10372336,4431951,4,2,14.804287985156025,0,0.2766,0.1182,4.1e-05,1,0.23031554051236985,False,
2025-11-17 12:45:00,7450597,5910288,2,2,13.360886530619863,0,0.1987,0.1576,3e-05,1,0.2527260854957521,False,
2025-11-17 12:50:00,9844254,5862968,3,0,15.707223198162584,0,0.2625,0.1563,1.9e-05,1,0.2558455100792282,False,
2025-11-17 12:55:00,10072601,4512824,3,2,14.585426123203762,0,0.2686,0.1203,3.4e-05,1,0.24160383236443805,False,
2025-11-17 13:00:00,10074304,6073753,6,4,16.14805743557698,0,0.2686,0.162,6.2e-05,1,0.20290962661539735,False,
2025-11-17 13:05:00,8333229,6625477,4,0,14.958707158120932,0,0.2222,0.1767,2.7e-05,1,0.2693258942406813,False,
2025-11-17 13:10:00,9525470,6366959,2,2,15.892430067752349,0,0.254,0.1698,2.5e-05,1,0.2652012385237754,False,
2025-11-17 13:15:00,9303730,6604855,3,4,15.908585585811938,0,0.2481,0.1761,4.4e-05,1,0.2519295258710748,False,
2025-11-17 13:20:00,7788607,6126226,5,3,13.914833961158482,0,0.2077,0.1634,5.7e-05,1,0.23573892158586734,False,
2025-11-17 13:25:00,8210164,7310244,1,0,15.520409221468572,0,0.2189,0.1949,6e-06,1,0.20160718833013608,False,
2025-11-17 13:30:00,9973938,4497666,2,1,14.471604568997869,0,0.266,0.1199,2.1e-05,1,0.23034593919230767,False,
2025-11-17 13:35:00,8189688,4743999,2,0,12.9336880927386,0,0.2184,0.1265,1.5e-05,1,0.2126772265243424,False,
2025-11-17 13:40:00,9675961,5048657,2,1,14.724618686909036,0,0.258,0.1346,2e-05,1,0.24915881700725234,False,
2025-11-17 13:45:00,9142069,6186099,4,3,15.328168337189066,0,0.2438,0.165,4.6e-05,1,0.253414785556807,False,
2025-11-17 13:50:00,8648628,7121351,8,3,15.769980314920076,0,0.2306,0.1899,7e-05,1,0.17156146460871263,False,
2025-11-17 13:55:00,9171891,5157522,3,4,14.329414176802368,0,0.2446,0.1375,4.9e-05,1,0.24800804427484796,False,
2025-11-17 14:00:00,9511754,6861083,1,5,16.372838045682776,0,0.2536,0.183,3.7e-05,1,0.2641662528039614,False,
2025-11-17 14:05:00,9108536,6792758,4,1,15.90129514022407,0,0.2429,0.1811,3.1e-05,1,0.27067044739121343,False,
2025-11-17 14:10:00,9274867,5887042,3,1,15.161909908531175,0,0.2473,0.157,2.6e-05,1,0.2711582328915889,False,
2025-11-17 14:15:00,10038276,5674021,5,1,15.712298391833816,0,0.2677,0.1513,3.8e-05,1,0.26199810845625776,False,
2025-11-17 14:20:00,8754141,7071053,4,5,15.82519454055442,0,0.2334,0.1886,5.7e-05,1,0.2231057013964753,False,
2025-11-17 14:25:00,9322903,7337877,2,3,16.660780484416993,0,0.2486,0.1957,3e-05,1,0.26237821620552115,False,
2025-11-17 14:30:00,8716800,6710509,6,0,15.42731036188503,0,0.2324,0.1789,3.9e-05,1,0.2614938413422749,False,
2025-11-17 14:35:00,9623502,5411051,1,2,15.034554270925955,0,0.2566,0.1443,2e-05,1,0.2566895954184668,False,
2025-11-17 14:40:00,8832303,7607253,2,7,16.439556736715925,0,0.2355,0.2029,5.5e-05,1,0.20523644602069274,False,
2025-11-17 14:45:00,10084173,5359793,2,1,15.44396699008452,0,0.2689,0.1429,1.9e-05,1,0.24795125749067481,False,
2025-11-17 14:50:00,10676432,6104907,2,2,16.781339380701848,0,0.2847,0.1628,2.4e-05,1,0.25449694230821884,False,
2025-11-17 14:55:00,6920588,5626353,1,4,12.546941887984284,0,0.1845,0.15,4e-05,1,0.24138668589448115,False,
2025-11-17 15:00:00,11109787,7300096,7,3,18.40988400123814,0,0.2963,0.1947,5.4e-05,1,0.16297972497065238,False,
2025-11-17 15:05:00,10789114,5184142,1,2,15.97325769377322,0,0.2877,0.1382,1.9e-05,1,0.2330061987342959,False,
2025-11-17 15:10:00,7843200,8798317,1,1,16.64151756066043,0,0.2092,0.2346,1.2e-05,1,0.15623727228919632,False,
2025-11-17 15:15:00,12605123,8665090,4,2,21.270214192791776,0,0.3361,0.2311,2.8e-05,1,0.06484648319586817,False,
2025-11-17 15:20:00,9361425,6435968,3,1,15.797394249406358,0,0.2496,0.1716,2.5e-05,1,0.26842682062710743,False,
2025-11-17 15:25:00,9797116,6332340,3,0,16.129457215805097,0,0.2613,0.1689,1.9e-05,1,0.26054515568662506,False,
2025-11-17 15:30:00,11565265,8361222,2,3,19.92648739477958,0,0.3084,0.223,2.5e-05,1,0.12259047106062926,False,
2025-11-17 15:35:00,8066462,5788027,4,3,13.854489981705823,0,0.2151,0.1543,5.1e-05,1,0.2563463442528608,False,
2025-11-17 15:40:00,7346508,5553328,2,2,12.899836750376044,0,0.1959,0.1481,3.1e-05,1,0.24783350743173216,False,
2025-11-17 15:45:00,8516726,5422598,3,1,13.93932506988324,0,0.2271,0.1446,2.9e-05,1,0.2625830805704434,False,
2025-11-17 15:50:00,9269549,6868808,1,1,16.13835839881966,0,0.2472,0.1832,1.2e-05,1,0.2419119122583785,False,
2025-11-17 15:55:00,9597789,5772091,6,0,15.36988075651079,0,0.2559,0.1539,3.9e-05,1,0.2586898913571466,False,
2025-11-17 16:00:00,10064420,6992689,5,3,17.057109915065087,0,0.2684,0.1865,4.7e-05,1,0.22098785846446262,False,
2025-11-17 16:05:00,11556402,5126482,4,1,16.682885483739177,0,0.3082,0.1367,3e-05,1,0.22465536308240713,False,
2025-11-17 16:10:00,7842321,5234534,4,1,13.076856163130945,0,0.2091,0.1396,3.8e-05,1,0.24646509477515804,False,
2025-11-17 16:15:00,7186592,3718600,3,0,10.90519234133138,0,0.1916,0.0992,2.8e-05,1,0.1407588424180557,False,
2025-11-17 16:20:00,9480205,5543933,4,3,15.024138424743944,0,0.2528,0.1478,4.7e-05,1,0.25623011021967834,False,
2025-11-17 16:25:00,8966766,6773564,5,0,15.74033168458096,0,0.2391,0.1806,3.2e-05,1,0.27107460199682465,False,
2025-11-17 16:30:00,8896242,4962787,1,3,13.859030388413377,0,0.2372,0.1323,2.9e-05,1,0.2554028283423558,False,
2025-11-17 16:35:00,6956418,7122792,2,2,14.07921156941718,0,0.1855,0.1899,2.8e-05,1,0.2415754431009644,False,
2025-11-17 16:40:00,10012573,6527737,3,1,16.540311159489793,0,0.267,0.1741,2.4e-05,1,0.25951795602685634,False,
2025-11-17 16:45:00,9986109,4782692,1,5,14.768801816369098,0,0.2663,0.1275,4.1e-05,1,0.25255300486123555,False,
2025-11-17 16:50:00,8575767,5711861,5,2,14.287628830886408,0,0.2287,0.1523,4.9e-05,1,0.2526532261413956,False,
2025-11-17 16:55:00,13079635,7027439,3,0,20.10707488588693,0,0.3488,0.1874,1.5e-05,1,0.0757099248075832,False,
2025-11-17 17:00:00,7223919,5403791,1,3,12.627711233841897,0,0.1926,0.1441,3.2e-05,1,0.24198952847446653,False,
2025-11-17 17:05:00,10535636,6181394,2,2,16.717030393382846,0,0.281,0.1648,2.4e-05,1,0.25497988644838643,False,
2025-11-17 17:10:00,8135902,6450840,4,2,14.586742912038106,0,0.217,0.172,4.1e-05,1,0.26387454009176287,False,
2025-11-17 17:15:00,7718431,6477979,3,3,14.196410130783798,0,0.2058,0.1727,4.2e-05,1,0.25303459883853374,False,
2025-11-17 17:20:00,7246082,7068650,7,2,14.314732950876008,0,0.1932,0.1885,6.3e-05,1,0.19647601181878432,False,
2025-11-17 17:25:00,10550398,6288872,2,2,16.839270579814944,0,0.2813,0.1677,2.4e-05,1,0.25633354045612883,False,
2025-11-17 17:30:00,8091095,4236946,4,1,12.32804222391244,0,0.2158,0.113,4.1e-05,1,0.22698370227656256,False,
2025-11-17 17:35:00,8276269,6816735,3,1,15.093005165157605,0,0.2207,0.1818,2.7e-05,1,0.27016827473154353,False,
2025-11-17 17:40:00,8396899,5387392,0,2,13.784291969629177,0,0.2239,0.1437,1.5e-05,1,0.23374210638006382,False,
2025-11-17 17:45:00,9645990,5396039,1,1,15.042029394367102,0,0.2572,0.1439,1.3e-05,1,0.2288383301993151,False,
2025-11-17 17:50:00,10770582,7472536,3,1,18.24311883887864,0,0.2872,0.1993,2.2e-05,1,0.21518020648586178,False,
2025-11-17 17:55:00,9538812,5814491,2,1,15.353304129875427,0,0.2544,0.1551,2e-05,1,0.2578433992291841,False,
2025-11-17 18:00:00,10933852,5525374,2,1,16.45922716957452,0,0.2916,0.1473,1.8e-05,1,0.239539020218275,False,
2025-11-17 18:05:00,11086377,6408460,1,1,17.494837533047104,0,0.2956,0.1709,1.1e-05,1,0.1976326456222064,False,
2025-11-17 18:10:00,8422414,5095904,3,5,13.518318831979077,0,0.2246,0.1359,5.9e-05,1,0.2205555289538184,False,
2025-11-17 18:15:00,9561447,6679058,2,3,16.24050537059001,0,0.255,0.1781,3.1e-05,1,0.26752648190778,False,
2025-11-17 18:20:00,10416373,5404881,4,2,15.821254970792644,0,0.2778,0.1441,3.8e-05,1,0.2524808278856199,False,
2025-11-17 18:25:00,10205408,5708113,3,3,15.913522225880197,0,0.2721,0.1522,3.8e-05,1,0.2566055088891563,False,
2025-11-17 18:30:00,9272906,7189970,2,1,16.46287672319042,0,0.2473,0.1917,1.8e-05,1,0.24765350491520355,False,
2025-11-17 18:35:00,11460557,6780971,4,2,18.241528644612863,0,0.3056,0.1808,3.3e-05,1,0.20998271017891612,False,
2025-11-17 18:40:00,8762324,5699793,2,0,14.46211852195114,0,0.2337,0.152,1.4e-05,1,0.2332506906620364,False,
2025-11-17 18:45:00,8796780,6537697,2,3,15.334477877668752,0,0.2346,0.1743,3.3e-05,1,0.26992283975530146,False,
2025-11-17 18:50:00,9667021,5278973,7,3,14.945995657751167,0,0.2578,0.1408,6.7e-05,1,0.19936702544391077,False,
2025-11-17 18:55:00,8882654,6458785,5,0,15.341439761132438,0,0.2369,0.1722,3.3e-05,1,0.2707109534735406,False,
2025-11-17 19:00:00,7632712,7212467,7,3,14.845180629600838,0,0.2035,0.1923,6.7e-05,1,0.19044317598562116,False,
2025-11-17 19:05:00,10773138,7603748,2,3,18.37688704741688,0,0.2873,0.2028,2.7e-05,1,0.2101002193274586,False,
2025-11-17 19:10:00,9195614,6661885,1,1,15.85749953856133,0,0.2452,0.1777,1.3e-05,1,0.24678542114108615,False,
2025-11-17 19:15:00,10609490,7094964,2,2,17.70445522538874,0,0.2829,0.1892,2.3e-05,1,0.23420537555543164,False,
2025-11-17 19:20:00,10943309,6547161,5,2,17.490470862322702,0,0.2918,0.1746,4e-05,1,0.22432820491784927,False,
2025-11-17 19:25:00,7348901,6450680,3,3,13.799582475671976,0,0.196,0.172,4.3e-05,1,0.23747996512266262,False,
2025-11-17 19:30:00,10011711,5789308,4,6,15.80102006416494,0,0.267,0.1544,6.3e-05,1,0.20391763872757945,False,
2025-11-17 19:35:00,8459848,6248031,4,1,14.707880543058256,0,0.2256,0.1666,3.4e-05,1,0.2674158720009502,False,
2025-11-17 19:40:00,9576955,4895323,3,1,14.47227869105227,0,0.2554,0.1305,2.8e-05,1,0.2551408567002258,False,
2025-11-17 19:45:00,10122940,7674657,1,3,17.79759822552023,0,0.2699,0.2047,2.2e-05,1,0.225882258968374,False,
2025-11-17 19:50:00,8122634,6927728,4,1,15.05036321981951,0,0.2166,0.1847,3.3e-05,1,0.2700018280890124,False,
2025-11-17 19:55:00,7737609,7402078,4,2,15.139688150135624,0,0.2063,0.1974,4e-05,1,0.25268957520987445,False,
2025-11-17 20:00:00,9202427,6594295,6,4,15.796722456990794,0,0.2454,0.1758,6.3e-05,1,0.21354683616487363,False,
2025-11-17 20:05:00,8729744,4291099,4,1,13.020843981560208,0,0.2328,0.1144,3.8e-05,1,0.23163092512046157,False,
2025-11-17 20:10:00,8429421,6382349,6,0,14.81177116716767,0,0.2248,0.1702,4.1e-05,1,0.2638978301274869,False,
2025-11-17 20:15:00,9693059,6905644,3,1,16.598704095556148,0,0.2585,0.1842,2.4e-05,1,0.26671891589330027,False,
2025-11-17 20:20:00,8966054,5788990,4,2,14.755044669364077,0,0.2391,0.1544,4.1e-05,1,0.26688135716811534,False,
2025-11-17 20:25:00,9915543,6493023,3,2,16.408567316510272,0,0.2644,0.1731,3e-05,1,0.26728440244255786,False,
2025-11-17 20:30:00,10150433,5024537,4,0,15.174971431771947,0,0.2707,0.134,2.6e-05,1,0.25804241445741205,False,
2025-11-17 20:35:00,8170556,6122095,3,2,14.292651641954029,0,0.2179,0.1633,3.5e-05,1,0.27456037917507486,False,
2025-11-17 20:40:00,8410114,3638626,1,3,12.048741622455776,0,0.2243,0.097,3.3e-05,1,0.19871720287180417,False,
2025-11-17 20:45:00,9648030,7641682,3,2,17.289713543862472,0,0.2573,0.2038,2.9e-05,1,0.24038388929837579,False,
2025-11-17 20:50:00,9541712,6907948,5,2,16.449660717776172,0,0.2544,0.1842,4.3e-05,1,0.24748860223087965,False,
2025-11-17 20:55:00,9438062,6493433,3,4,15.931496311700924,0,0.2517,0.1732,4.4e-05,1,0.24778586939749353,False,
2025-11-17 21:00:00,11345289,6496920,8,0,17.84220983882352,0,0.3025,0.1733,4.5e-05,1,0.20324945891465257,False,
2025-11-17 21:05:00,11441480,6675179,0,2,18.11666071366395,0,0.3051,0.178,1.1e-05,1,0.17761913124913425,False,
2025-11-17 21:10:00,6731236,7358780,1,4,14.090016496015387,0,0.1795,0.1962,3.5e-05,1,0.22421687470814122,False,
2025-11-17 21:15:00,9245557,5929166,3,1,15.17472416718074,0,0.2465,0.1581,2.6e-05,1,0.2707836571860012,False,
2025-11-17 21:20:00,8836680,5469523,2,2,14.306203387763723,0,0.2356,0.1459,2.8e-05,1,0.26929260889175655,False,
2025-11-17 21:25:00,7713122,8314339,3,3,16.027462340107107,0,0.2057,0.2217,3.7e-05,1,0.19738228069104935,False,
2025-11-17 21:30:00,6786291,7368487,2,1,14.154778588412633,0,0.181,0.1965,2.1e-05,1,0.22168432013071532,False,
2025-11-17 21:35:00,5880472,6357205,4,2,12.237677926343316,0,0.1568,0.1695,4.9e-05,1,0.19342234209228393,False,
2025-11-17 21:40:00,8710128,6380020,1,1,15.090149078622868,0,0.2323,0.1701,1.3e-05,1,0.2421530620563726,False,
2025-11-17 21:45:00,8439793,4888479,5,2,13.328273233963708,0,0.2251,0.1304,5.3e-05,1,0.24105309085928844,False,
2025-11-17 21:50:00,9437319,8718414,2,0,18.15573460607711,0,0.2517,0.2325,1.1e-05,1,0.1445522688874895,False,
2025-11-17 21:55:00,8661635,5813531,2,3,14.475167158417396,0,0.231,0.155,3.5e-05,1,0.264731489187464,False,
2025-11-17 22:00:00,10214756,6072295,2,1,16.287052055115524,0,0.2724,0.1619,1.8e-05,1,0.25105576827192827,False,
2025-11-17 22:05:00,10753425,5825474,4,1,16.578899412016508,0,0.2868,0.1553,3e-05,1,0.25427566328296347,False,
2025-11-17 22:10:00,8040879,5670111,6,2,13.710990626231236,0,0.2144,0.1512,5.8e-05,1,0.23390829788938816,False,
2025-11-17 22:15:00,8252781,5553851,5,2,13.806632930524204,0,0.2201,0.1481,5.1e-05,1,0.25136927127923425,False,
2025-11-17 22:20:00,11021689,5895561,6,1,16.91725161558848,0,0.2939,0.1572,4.1e-05,1,0.226471308011148,False,
2025-11-17 22:25:00,7797253,4624551,0,2,12.421804730982462,0,0.2079,0.1233,1.6e-05,1,0.196438104789173,False,
2025-11-17 22:30:00,11601229,7405455,3,3,19.00668453221526,0,0.3094,0.1975,3.2e-05,1,0.18738230922916982,False,
2025-11-17 22:35:00,12132704,7420698,6,1,19.55340353706848,0,0.3235,0.1979,3.6e-05,1,0.13882160085645068,False,
2025-11-17 22:40:00,8557971,6328668,2,1,14.88663936257103,0,0.2282,0.1688,2e-05,1,0.25651605925767035,False,
2025-11-17 22:45:00,9224199,6466395,1,1,15.690595234280735,0,0.246,0.1724,1.3e-05,1,0.2457287984043443,False,
2025-11-17 22:50:00,9665283,5976783,3,1,15.642067087430632,0,0.2577,0.1594,2.6e-05,1,0.2651965021912542,False,
2025-11-17 22:55:00,7208494,6882849,2,5,14.091343882757895,0,0.1922,0.1835,5e-05,1,0.2259207621992802,False,
2025-11-17 23:00:00,12123097,5919086,1,3,18.0421844117036,0,0.3233,0.1578,2.2e-05,1,0.1894789520456842,False,
2025-11-17 23:05:00,5889004,7594565,2,2,13.483569433320186,0,0.157,0.2025,3e-05,1,0.191588517578842,False,
2025-11-17 23:10:00,8987094,5198111,5,3,14.185205666416842,0,0.2397,0.1386,5.6e-05,1,0.22968917046961956,False,
2025-11-17 23:15:00,8522562,7466348,5,4,15.988910976650592,0,0.2273,0.1991,5.6e-05,1,0.20922175903695378,False,
2025-11-17 23:20:00,12046804,4252302,4,1,16.299107552110634,0,0.3212,0.1134,3.1e-05,1,0.19779858366010972,False,
2025-11-17 23:25:00,9187228,9283754,3,4,18.47098274929528,0,0.245,0.2476,3.8e-05,1,0.1317336454447896,False,
2025-11-17 23:30:00,6900264,6269362,3,3,13.169627102502243,0,0.184,0.1672,4.6e-05,1,0.22504543985777298,False,
2025-11-17 23:35:00,9841718,6083394,2,3,15.925112778138276,0,0.2624,0.1622,3.1e-05,1,0.2654577155752895,False,
2025-11-17 23:40:00,9516791,4963607,2,2,14.48039955002834,0,0.2538,0.1324,2.8e-05,1,0.25892344952257246,False,
2025-11-17 23:45:00,10987100,7421165,2,2,18.408266771213995,0,0.293,0.1979,2.2e-05,1,0.2112290151421854,False,
2025-11-17 23:50:00,6444449,5716706,1,4,12.161156348208213,0,0.1719,0.1524,4.1e-05,1,0.22430260163711147,False,
2025-11-17 23:55:00,10531647,4520212,3,0,15.051860837247355,0,0.2808,0.1205,2e-05,1,0.22533967300809055,False,
2025-11-18 00:00:00,10662241,6384671,4,4,17.046913795713557,0,0.2843,0.1703,4.7e-05,1,0.21574078847306355,False,
2025-11-18 00:05:00,8063855,4548983,2,3,12.612839024074129,0,0.215,0.1213,4e-05,1,0.23103421322757844,False,
2025-11-18 00:10:00,7656529,5091841,3,0,12.748371200138298,0,0.2042,0.1358,2.4e-05,1,0.23712851644640148,False,
2025-11-18 00:15:00,8068537,6483217,3,0,14.55175506040081,0,0.2152,0.1729,2.1e-05,1,0.25734791983541183,False,
2025-11-18 00:20:00,10646486,6015034,3,2,16.661520995951236,0,0.2839,0.1604,3e-05,1,0.25716365999945145,False,
2025-11-18 00:25:00,10248378,5886180,3,3,16.134558584984887,0,0.2733,0.157,3.7e-05,1,0.25244970913467385,False,
2025-11-18 00:30:00,8317402,5048907,1,3,13.366310153657068,0,0.2218,0.1346,3e-05,1,0.2561495747631045,False,
2025-11-18 00:35:00,10356279,6201721,6,1,16.558000331123527,0,0.2762,0.1654,4.2e-05,1,0.23395178198518568,False,
2025-11-18 00:40:00,10959371,5981144,1,4,16.94051540462195,0,0.2922,0.1595,3e-05,1,0.24430299949823386,False,
2025-11-18 00:45:00,8567398,6214428,2,0,14.781827267095997,0,0.2285,0.1657,1.4e-05,1,0.2361468353255205,False,
2025-11-18 00:50:00,10799362,4685812,3,1,15.485175011544634,0,0.288,0.125,2.6e-05,1,0.23859886704939626,False,
2025-11-18 00:55:00,8416698,6466547,1,2,14.88324533263598,0,0.2244,0.1724,2e-05,1,0.2578168414689782,False,
2025-11-18 01:00:00,8485920,5649128,7,4,14.135048925227329,0,0.2263,0.1506,7.8e-05,1,0.14847529920130448,False,
2025-11-18 01:05:00,8818471,3817663,2,0,12.636135700964118,0,0.2352,0.1018,1.6e-05,1,0.18352570830379966,False,
2025-11-18 01:10:00,9459951,6575398,4,2,16.035350547095337,0,0.2523,0.1753,3.7e-05,1,0.2618683138390745,False,
2025-11-18 01:15:00,5922331,6015466,4,1,11.93779829924178,0,0.1579,0.1604,4.2e-05,1,0.20090871306609537,False,
2025-11-18 01:20:00,7423500,5804749,2,3,13.228250719195673,0,0.198,0.1548,3.8e-05,1,0.24875713752050682,False,
2025-11-18 01:25:00,5491637,6612131,5,2,12.10376930931757,0,0.1464,0.1763,5.8e-05,1,0.15540995121123963,False,
